# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
4.77371             	(-7.752666343611e-02 0.000000000000e+00 -5.673556628564e-02)	(-7.752666343611e-02 0.000000000000e+00 -5.673556628564e-02)	(0.000000000000e+00 -3.434311948598e-02 0.000000000000e+00)	(-2.172184330700e-01 0.000000000000e+00 1.046057282383e-01)	(0.000000000000e+00 8.980057864357e-02 0.000000000000e+00)
4.77809             	(-7.847182440746e-02 0.000000000000e+00 -5.627262795655e-02)	(-7.847182440746e-02 0.000000000000e+00 -5.627262795655e-02)	(0.000000000000e+00 -3.394241348887e-02 0.000000000000e+00)	(-2.142478845584e-01 0.000000000000e+00 1.067293612888e-01)	(0.000000000000e+00 9.312643596240e-02 0.000000000000e+00)
4.78248             	(-7.940385188816e-02 0.000000000000e+00 -5.580038252073e-02)	(-7.940385188816e-02 0.000000000000e+00 -5.580038252073e-02)	(0.000000000000e+00 -3.352730067211e-02 0.000000000000e+00)	(-2.112228942319e-01 0.000000000000e+00 1.088544564682e-01)	(0.000000000000e+00 9.637726716248e-02 0.000000000000e+00)
4.78686             	(-8.032249573400e-02 0.000000000000e+00 -5.531880455795e-02)	(-8.032249573400e-02 0.000000000000e+00 -5.531880455795e-02)	(0.000000000000e+00 -3.309846728752e-02 0.000000000000e+00)	(-2.081381486878e-01 0.000000000000e+00 1.109897026220e-01)	(0.000000000000e+00 9.938968474096e-02 0.000000000000e+00)
4.79124             	(-8.122747658734e-02 0.000000000000e+00 -5.482782340751e-02)	(-8.122747658734e-02 0.000000000000e+00 -5.482782340751e-02)	(0.000000000000e+00 -3.265715037968e-02 0.000000000000e+00)	(-2.049856226030e-01 0.000000000000e+00 1.131470666372e-01)	(0.000000000000e+00 1.020757127787e-01 0.000000000000e+00)
4.79562             	(-8.211846596920e-02 0.000000000000e+00 -5.432737207531e-02)	(-8.211846596920e-02 0.000000000000e+00 -5.432737207531e-02)	(0.000000000000e+00 -3.220474815167e-02 0.000000000000e+00)	(-2.017509108538e-01 0.000000000000e+00 1.153128821588e-01)	(0.000000000000e+00 1.044498602834e-01 0.000000000000e+00)
4.8                 	(-8.299512586501e-02 0.000000000000e+00 -5.381740838361e-02)	(-8.299512586501e-02 0.000000000000e+00 -5.381740838361e-02)	(0.000000000000e+00 -3.174241952162e-02 0.000000000000e+00)	(-1.984440900090e-01 0.000000000000e+00 1.174895028120e-01)	(0.000000000000e+00 1.066069329384e-01 0.000000000000e+00)
4.80417             	(-8.381525772827e-02 0.000000000000e+00 -5.332354874648e-02)	(-8.381525772827e-02 0.000000000000e+00 -5.332354874648e-02)	(0.000000000000e+00 -3.129402890421e-02 0.000000000000e+00)	(-1.952159762378e-01 0.000000000000e+00 1.195651987076e-01)	(0.000000000000e+00 1.086225790669e-01 0.000000000000e+00)
4.80833             	(-8.462175935707e-02 0.000000000000e+00 -5.282100648936e-02)	(-8.462175935707e-02 0.000000000000e+00 -5.282100648936e-02)	(0.000000000000e+00 -3.083695346252e-02 0.000000000000e+00)	(-1.919014911006e-01 0.000000000000e+00 1.216571766834e-01)	(0.000000000000e+00 1.107757861507e-01 0.000000000000e+00)
4.8125              	(-8.541416102229e-02 0.000000000000e+00 -5.230974007292e-02)	(-8.541416102229e-02 0.000000000000e+00 -5.230974007292e-02)	(0.000000000000e+00 -3.037023576374e-02 0.000000000000e+00)	(-1.884478545690e-01 0.000000000000e+00 1.237527988327e-01)	(0.000000000000e+00 1.132511846654e-01 0.000000000000e+00)
4.81687             	(-8.623070355878e-02 0.000000000000e+00 -5.176348032168e-02)	(-8.623070355878e-02 0.000000000000e+00 -5.176348032168e-02)	(0.000000000000e+00 -2.986847952212e-02 0.000000000000e+00)	(-1.848251108003e-01 0.000000000000e+00 1.259681599529e-01)	(0.000000000000e+00 1.161259720059e-01 0.000000000000e+00)
4.82149             	(-8.707520093694e-02 0.000000000000e+00 -5.117634505418e-02)	(-8.707520093694e-02 0.000000000000e+00 -5.117634505418e-02)	(0.000000000000e+00 -2.932442344679e-02 0.000000000000e+00)	(-1.809081826617e-01 0.000000000000e+00 1.283123150871e-01)	(0.000000000000e+00 1.194986784370e-01 0.000000000000e+00)
4.8264              	(-8.795243392570e-02 0.000000000000e+00 -5.054062778451e-02)	(-8.795243392570e-02 0.000000000000e+00 -5.054062778451e-02)	(0.000000000000e+00 -2.872867254418e-02 0.000000000000e+00)	(-1.766540924132e-01 0.000000000000e+00 1.308131560026e-01)	(0.000000000000e+00 1.233375495724e-01 0.000000000000e+00)
4.83166             	(-8.886890112349e-02 0.000000000000e+00 -4.984586671001e-02)	(-8.886890112349e-02 0.000000000000e+00 -4.984586671001e-02)	(0.000000000000e+00 -2.806929921492e-02 0.000000000000e+00)	(-1.719960150343e-01 0.000000000000e+00 1.334998738537e-01)	(0.000000000000e+00 1.275142887767e-01 0.000000000000e+00)
4.83735             	(-8.983373476244e-02 0.000000000000e+00 -4.907724985541e-02)	(-8.983373476244e-02 0.000000000000e+00 -4.907724985541e-02)	(0.000000000000e+00 -2.733065679574e-02 0.000000000000e+00)	(-1.668187864581e-01 0.000000000000e+00 1.364177067875e-01)	(0.000000000000e+00 1.318786360896e-01 0.000000000000e+00)
4.84362             	(-9.086038386920e-02 0.000000000000e+00 -4.821255833340e-02)	(-9.086038386920e-02 0.000000000000e+00 -4.821255833340e-02)	(0.000000000000e+00 -2.649019775818e-02 0.000000000000e+00)	(-1.609277542275e-01 0.000000000000e+00 1.396338175104e-01)	(0.000000000000e+00 1.364381359347e-01 0.000000000000e+00)
4.84988             	(-9.184962333984e-02 0.000000000000e+00 -4.732769954777e-02)	(-9.184962333984e-02 0.000000000000e+00 -4.732769954777e-02)	(0.000000000000e+00 -2.562144746157e-02 0.000000000000e+00)	(-1.548757921632e-01 0.000000000000e+00 1.428560077555e-01)	(0.000000000000e+00 1.409103873608e-01 0.000000000000e+00)
4.85704             	(-9.293310432980e-02 0.000000000000e+00 -4.629183453659e-02)	(-9.293310432980e-02 0.000000000000e+00 -4.629183453659e-02)	(0.000000000000e+00 -2.459358391550e-02 0.000000000000e+00)	(-1.477758605274e-01 0.000000000000e+00 1.465053830766e-01)	(0.000000000000e+00 1.462175380941e-01 0.000000000000e+00)
4.86318             	(-9.382078791914e-02 0.000000000000e+00 -4.538324081022e-02)	(-9.382078791914e-02 0.000000000000e+00 -4.538324081022e-02)	(0.000000000000e+00 -2.368053260766e-02 0.000000000000e+00)	(-1.415102060510e-01 0.000000000000e+00 1.496045736842e-01)	(0.000000000000e+00 1.513471560682e-01 0.000000000000e+00)
4.86932             	(-9.466957576016e-02 0.000000000000e+00 -4.445563474960e-02)	(-9.466957576016e-02 0.000000000000e+00 -4.445563474960e-02)	(0.000000000000e+00 -2.273492420821e-02 0.000000000000e+00)	(-1.350997556518e-01 0.000000000000e+00 1.527014201579e-01)	(0.000000000000e+00 1.568281080600e-01 0.000000000000e+00)
4.87545             	(-9.547849715181e-02 0.000000000000e+00 -4.350909333946e-02)	(-9.547849715181e-02 0.000000000000e+00 -4.350909333946e-02)	(0.000000000000e+00 -2.175742590744e-02 0.000000000000e+00)	(-1.285177270136e-01 0.000000000000e+00 1.557755013470e-01)	(0.000000000000e+00 1.617393705214e-01 0.000000000000e+00)
4.88159             	(-9.624659562945e-02 0.000000000000e+00 -4.254381820218e-02)	(-9.624659562945e-02 0.000000000000e+00 -4.254381820218e-02)	(0.000000000000e+00 -2.075242273929e-02 0.000000000000e+00)	(-1.217956003131e-01 0.000000000000e+00 1.588066197347e-01)	(0.000000000000e+00 1.657909684951e-01 0.000000000000e+00)
4.88773             	(-9.697296202877e-02 0.000000000000e+00 -4.155995577933e-02)	(-9.697296202877e-02 0.000000000000e+00 -4.155995577933e-02)	(0.000000000000e+00 -1.972375349112e-02 0.000000000000e+00)	(-1.149172627535e-01 0.000000000000e+00 1.618330144840e-01)	(0.000000000000e+00 1.694516551231e-01 0.000000000000e+00)
4.89386             	(-9.765668376968e-02 0.000000000000e+00 -4.055755538332e-02)	(-9.765668376968e-02 0.000000000000e+00 -4.055755538332e-02)	(0.000000000000e+00 -1.867195241431e-02 0.000000000000e+00)	(-1.078977450857e-01 0.000000000000e+00 1.648480555258e-01)	(0.000000000000e+00 1.733297511508e-01 0.000000000000e+00)
4.9                 	(-9.829700821143e-02 0.000000000000e+00 -3.953668873407e-02)	(-9.829700821143e-02 0.000000000000e+00 -3.953668873407e-02)	(0.000000000000e+00 -1.759533516396e-02 0.000000000000e+00)	(-1.007741621983e-01 0.000000000000e+00 1.678510763979e-01)	(0.000000000000e+00 1.775394728841e-01 0.000000000000e+00)
4.90667             	(-9.894268810678e-02 0.000000000000e+00 -3.840705496687e-02)	(-9.894268810678e-02 0.000000000000e+00 -3.840705496687e-02)	(0.000000000000e+00 -1.639627078196e-02 0.000000000000e+00)	(-9.292195419912e-02 0.000000000000e+00 1.710422449308e-01)	(0.000000000000e+00 1.821844867289e-01 0.000000000000e+00)
4.91333             	(-9.953552704503e-02 0.000000000000e+00 -3.725625260730e-02)	(-9.953552704503e-02 0.000000000000e+00 -3.725625260730e-02)	(0.000000000000e+00 -1.516775614884e-02 0.000000000000e+00)	(-8.492172705053e-02 0.000000000000e+00 1.742016223170e-01)	(0.000000000000e+00 1.863740928152e-01 0.000000000000e+00)
4.92056             	(-1.001170260080e-01 0.000000000000e+00 -3.598602256863e-02)	(-1.001170260080e-01 0.000000000000e+00 -3.598602256863e-02)	(0.000000000000e+00 -1.380750334172e-02 0.000000000000e+00)	(-7.609993321203e-02 0.000000000000e+00 1.775577445130e-01)	(0.000000000000e+00 1.903152410736e-01 0.000000000000e+00)
4.9285              	(-1.006824561778e-01 0.000000000000e+00 -3.456113683335e-02)	(-1.006824561778e-01 0.000000000000e+00 -3.456113683335e-02)	(0.000000000000e+00 -1.227942688593e-02 0.000000000000e+00)	(-6.623625984838e-02 0.000000000000e+00 1.811583488898e-01)	(0.000000000000e+00 1.943793993682e-01 0.000000000000e+00)
4.93744             	(-1.012242072566e-01 0.000000000000e+00 -3.292433678317e-02)	(-1.012242072566e-01 0.000000000000e+00 -3.292433678317e-02)	(0.000000000000e+00 -1.051678817494e-02 0.000000000000e+00)	(-5.498349803596e-02 0.000000000000e+00 1.851225496169e-01)	(0.000000000000e+00 2.000629187792e-01 0.000000000000e+00)
4.94786             	(-1.017281850846e-01 0.000000000000e+00 -3.097058231788e-02)	(-1.017281850846e-01 0.000000000000e+00 -3.097058231788e-02)	(0.000000000000e+00 -8.392209302185e-03 0.000000000000e+00)	(-4.167026462961e-02 0.000000000000e+00 1.896280671259e-01)	(0.000000000000e+00 2.074561063453e-01 0.000000000000e+00)
4.9609              	(-1.021611659557e-01 0.000000000000e+00 -2.846271206363e-02)	(-1.021611659557e-01 0.000000000000e+00 -2.846271206363e-02)	(0.000000000000e+00 -5.624384457684e-03 0.000000000000e+00)	(-2.475223971720e-02 0.000000000000e+00 1.952015533650e-01)	(0.000000000000e+00 2.172668873685e-01 0.000000000000e+00)
4.97393             	(-1.023726948941e-01 0.000000000000e+00 -2.588348646831e-02)	(-1.023726948941e-01 0.000000000000e+00 -2.588348646831e-02)	(0.000000000000e+00 -2.723356273547e-03 0.000000000000e+00)	(-7.689083685193e-03 0.000000000000e+00 2.005771003452e-01)	(0.000000000000e+00 2.278965185703e-01 0.000000000000e+00)
4.98697             	(-1.023624779702e-01 0.000000000000e+00 -2.323595559703e-02)	(-1.023624779702e-01 0.000000000000e+00 -2.323595559703e-02)	(0.000000000000e+00 3.248242565281e-04 0.000000000000e+00)	(9.273798337664e-03 0.000000000000e+00 2.056824923881e-01)	(0.000000000000e+00 2.398482297641e-01 0.000000000000e+00)
5                   	(-1.021322660677e-01 0.000000000000e+00 -2.052344288799e-02)	(-1.021322660677e-01 0.000000000000e+00 -2.052344288799e-02)	(0.000000000000e+00 3.520953199812e-03 0.000000000000e+00)	(2.606821907222e-02 0.000000000000e+00 2.105480996023e-01)	(0.000000000000e+00 2.505974902144e-01 0.000000000000e+00)
5.01429             	(-1.016288616420e-01 0.000000000000e+00 -1.748078562406e-02)	(-1.016288616420e-01 0.000000000000e+00 -1.748078562406e-02)	(0.000000000000e+00 7.190515313547e-03 0.000000000000e+00)	(4.442675907707e-02 0.000000000000e+00 2.154287980456e-01)	(0.000000000000e+00 2.631537619808e-01 0.000000000000e+00)
5.03143             	(-1.006754368032e-01 0.000000000000e+00 -1.374416321326e-02)	(-1.006754368032e-01 0.000000000000e+00 -1.374416321326e-02)	(0.000000000000e+00 1.180707826453e-02 0.000000000000e+00)	(6.682854055413e-02 0.000000000000e+00 2.205155699860e-01)	(0.000000000000e+00 2.754575527582e-01 0.000000000000e+00)
5.04857             	(-9.933559666359e-02 0.000000000000e+00 -9.929370926770e-03)	(-9.933559666359e-02 0.000000000000e+00 -9.929370926770e-03)	(0.000000000000e+00 1.658075204074e-02 0.000000000000e+00)	(8.950882268857e-02 0.000000000000e+00 2.245475620971e-01)	(0.000000000000e+00 2.814770739884e-01 0.000000000000e+00)
5.06143             	(-9.807400733410e-02 0.000000000000e+00 -7.028099932959e-03)	(-9.807400733410e-02 0.000000000000e+00 -7.028099932959e-03)	(0.000000000000e+00 2.021448303522e-02 0.000000000000e+00)	(1.067556531737e-01 0.000000000000e+00 2.267634750753e-01)	(0.000000000000e+00 2.837722647878e-01 0.000000000000e+00)
5.06914             	(-9.721139673958e-02 0.000000000000e+00 -5.275250336778e-03)	(-9.721139673958e-02 0.000000000000e+00 -5.275250336778e-03)	(0.000000000000e+00 2.240679029382e-02 0.000000000000e+00)	(1.168942692062e-01 0.000000000000e+00 2.276799292777e-01)	(0.000000000000e+00 2.846045234066e-01 0.000000000000e+00)
5.07686             	(-9.627067104768e-02 0.000000000000e+00 -3.516498174772e-03)	(-9.627067104768e-02 0.000000000000e+00 -3.516498174772e-03)	(0.000000000000e+00 2.461270680115e-02 0.000000000000e+00)	(1.270076902615e-01 0.000000000000e+00 2.282934670023e-01)	(0.000000000000e+00 2.873024542031e-01 0.000000000000e+00)
5.08457             	(-9.525196866453e-02 0.000000000000e+00 -1.754425826974e-03)	(-9.525196866453e-02 0.000000000000e+00 -1.754425826974e-03)	(0.000000000000e+00 2.684425755971e-02 0.000000000000e+00)	(1.371104377478e-01 0.000000000000e+00 2.285403515336e-01)	(0.000000000000e+00 2.912516916989e-01 0.000000000000e+00)
5.08971             	(-9.452949084954e-02 0.000000000000e+00 -5.789055016617e-04)	(-9.452949084954e-02 0.000000000000e+00 -5.789055016617e-04)	(0.000000000000e+00 2.835053608731e-02 0.000000000000e+00)	(1.438599064382e-01 0.000000000000e+00 2.286065077996e-01)	(0.000000000000e+00 2.945265661281e-01 0.000000000000e+00)
5.09486             	(-9.377232061717e-02 0.000000000000e+00 5.965843861702e-04)	(-9.377232061717e-02 0.000000000000e+00 5.965843861702e-04)	(0.000000000000e+00 2.987558749335e-02 0.000000000000e+00)	(1.506019259506e-01 0.000000000000e+00 2.285283704421e-01)	(0.000000000000e+00 2.985530071075e-01 0.000000000000e+00)
5.1                 	(-9.298056981912e-02 0.000000000000e+00 1.771334699672e-03)	(-9.298056981912e-02 0.000000000000e+00 1.771334699672e-03)	(0.000000000000e+00 3.141672641113e-02 0.000000000000e+00)	(1.573078681186e-01 0.000000000000e+00 2.283187640909e-01)	(0.000000000000e+00 3.007810222682e-01 0.000000000000e+00)
5.10526             	(-9.213462796247e-02 0.000000000000e+00 2.972152843534e-03)	(-9.213462796247e-02 0.000000000000e+00 2.972152843534e-03)	(0.000000000000e+00 3.300445765521e-02 0.000000000000e+00)	(1.641568864283e-01 0.000000000000e+00 2.279918036165e-01)	(0.000000000000e+00 3.025586280887e-01 0.000000000000e+00)
5.11084             	(-9.119968570145e-02 0.000000000000e+00 4.241551941354e-03)	(-9.119968570145e-02 0.000000000000e+00 4.241551941354e-03)	(0.000000000000e+00 3.469196039287e-02 0.000000000000e+00)	(1.713907366555e-01 0.000000000000e+00 2.275810173704e-01)	(0.000000000000e+00 3.030678636628e-01 0.000000000000e+00)
5.11678             	(-9.015799658886e-02 0.000000000000e+00 5.592677442826e-03)	(-9.015799658886e-02 0.000000000000e+00 5.592677442826e-03)	(0.000000000000e+00 3.649218599800e-02 0.000000000000e+00)	(1.791019572364e-01 0.000000000000e+00 2.270158518135e-01)	(0.000000000000e+00 3.026326078093e-01 0.000000000000e+00)
5.12272             	(-8.907048129175e-02 0.000000000000e+00 6.940142555230e-03)	(-8.907048129175e-02 0.000000000000e+00 6.940142555230e-03)	(0.000000000000e+00 3.828552511634e-02 0.000000000000e+00)	(1.868093344833e-01 0.000000000000e+00 2.263493476264e-01)	(0.000000000000e+00 3.007493998417e-01 0.000000000000e+00)
5.12867             	(-8.793719278652e-02 0.000000000000e+00 8.283156744001e-03)	(-8.793719278652e-02 0.000000000000e+00 8.283156744001e-03)	(0.000000000000e+00 4.006527141861e-02 0.000000000000e+00)	(1.945027205581e-01 0.000000000000e+00 2.255181367596e-01)	(0.000000000000e+00 2.980583837602e-01 0.000000000000e+00)
5.13461             	(-8.675831470792e-02 0.000000000000e+00 9.620701206539e-03)	(-8.675831470792e-02 0.000000000000e+00 9.620701206539e-03)	(0.000000000000e+00 4.182763122387e-02 0.000000000000e+00)	(2.021482785282e-01 0.000000000000e+00 2.245088345630e-01)	(0.000000000000e+00 2.948990997683e-01 0.000000000000e+00)
5.14006             	(-8.563782413049e-02 0.000000000000e+00 1.084110208839e-02)	(-8.563782413049e-02 0.000000000000e+00 1.084110208839e-02)	(0.000000000000e+00 4.342550571276e-02 0.000000000000e+00)	(2.091296761764e-01 0.000000000000e+00 2.234326856934e-01)	(0.000000000000e+00 2.915901593725e-01 0.000000000000e+00)
5.14606             	(-8.436150128917e-02 0.000000000000e+00 1.217640838286e-02)	(-8.436150128917e-02 0.000000000000e+00 1.217640838286e-02)	(0.000000000000e+00 4.516177864564e-02 0.000000000000e+00)	(2.167584047705e-01 0.000000000000e+00 2.221279239196e-01)	(0.000000000000e+00 2.877615464353e-01 0.000000000000e+00)
5.1528              	(-8.287108057705e-02 0.000000000000e+00 1.366874995381e-02)	(-8.287108057705e-02 0.000000000000e+00 1.366874995381e-02)	(0.000000000000e+00 4.708993758874e-02 0.000000000000e+00)	(2.253124909250e-01 0.000000000000e+00 2.205025236074e-01)	(0.000000000000e+00 2.841313694151e-01 0.000000000000e+00)
5.15954             	(-8.132303649917e-02 0.000000000000e+00 1.514978178315e-02)	(-8.132303649917e-02 0.000000000000e+00 1.514978178315e-02)	(0.000000000000e+00 4.900001334031e-02 0.000000000000e+00)	(2.338496156738e-01 0.000000000000e+00 2.187733237545e-01)	(0.000000000000e+00 2.823999273841e-01 0.000000000000e+00)
5.16628             	(-7.971759278883e-02 0.000000000000e+00 1.661879629211e-02)	(-7.971759278883e-02 0.000000000000e+00 1.661879629211e-02)	(0.000000000000e+00 5.090379627483e-02 0.000000000000e+00)	(2.423373095213e-01 0.000000000000e+00 2.169380516193e-01)	(0.000000000000e+00 2.822665028760e-01 0.000000000000e+00)
5.17303             	(-7.805518724520e-02 0.000000000000e+00 1.807505750698e-02)	(-7.805518724520e-02 0.000000000000e+00 1.807505750698e-02)	(0.000000000000e+00 5.280974432101e-02 0.000000000000e+00)	(2.507445509722e-01 0.000000000000e+00 2.149905540552e-01)	(0.000000000000e+00 2.830430146060e-01 0.000000000000e+00)
5.17977             	(-7.633650792211e-02 0.000000000000e+00 1.951761135263e-02)	(-7.633650792211e-02 0.000000000000e+00 1.951761135263e-02)	(0.000000000000e+00 5.472227005717e-02 0.000000000000e+00)	(2.590281231947e-01 0.000000000000e+00 2.128722423669e-01)	(0.000000000000e+00 2.842178597620e-01 0.000000000000e+00)
5.18651             	(-7.456229724298e-02 0.000000000000e+00 2.094528261788e-02)	(-7.456229724298e-02 0.000000000000e+00 2.094528261788e-02)	(0.000000000000e+00 5.664267619516e-02 0.000000000000e+00)	(2.672151872500e-01 0.000000000000e+00 2.105761674126e-01)	(0.000000000000e+00 2.853803482457e-01 0.000000000000e+00)
