Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Node21px 	 Node21py 	 Node21pz 	 Node22px 	 Node22py 	 Node22pz 	 Node23px 	 Node23py 	 Node23pz 	 Node24px 	 Node24py 	 Node24pz 	 Node25px 	 Node25py 	 Node25pz 	 Node26px 	 Node26py 	 Node26pz 	 Node27px 	 Node27py 	 Node27pz 	 Node28px 	 Node28py 	 Node28pz 	 Node29px 	 Node29py 	 Node29pz 	 Node30px 	 Node30py 	 Node30pz 	 Node31px 	 Node31py 	 Node31pz 	 Node32px 	 Node32py 	 Node32pz 	 Node33px 	 Node33py 	 Node33pz 	 Node34px 	 Node34py 	 Node34pz 	 Node35px 	 Node35py 	 Node35pz 	 Node36px 	 Node36py 	 Node36pz 	 Node37px 	 Node37py 	 Node37pz 	 Node38px 	 Node38py 	 Node38pz 	 Node39px 	 Node39py 	 Node39pz 	 Node40px 	 Node40py 	 Node40pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 Seg20Te 	 Seg21Te 	 Seg22Te 	 Seg23Te 	 Seg24Te 	 Seg25Te 	 Seg26Te 	 Seg27Te 	 Seg28Te 	 Seg29Te 	 Seg30Te 	 Seg31Te 	 Seg32Te 	 Seg33Te 	 Seg34Te 	 Seg35Te 	 Seg36Te 	 Seg37Te 	 Seg38Te 	 Seg39Te 	 
2.4	 -1.385	 -0.423	 -0.5	 -1.34942	 -0.414139	 -0.500044	 -1.31383	 -0.40528	 -0.500045	 -1.27825	 -0.396417	 -0.500045	 -1.24266	 -0.387553	 -0.500045	 -1.20708	 -0.378688	 -0.500045	 -1.1715	 -0.369818	 -0.500045	 -1.13592	 -0.360943	 -0.500045	 -1.10034	 -0.352062	 -0.500045	 -1.06476	 -0.343181	 -0.500045	 -1.02919	 -0.334298	 -0.500045	 -0.993611	 -0.325413	 -0.500045	 -0.958037	 -0.316526	 -0.500045	 -0.922466	 -0.307627	 -0.500045	 -0.8869	 -0.298715	 -0.500045	 -0.851336	 -0.289797	 -0.500045	 -0.815774	 -0.280879	 -0.500044	 -0.780214	 -0.271954	 -0.500042	 -0.744658	 -0.263016	 -0.500036	 -0.709104	 -0.25407	 -0.500021	 -0.673556	 -0.245106	 -0.500001	 -0.638097	 -0.236147	 -0.497454	 -0.602935	 -0.227258	 -0.492083	 -0.568236	 -0.218472	 -0.484122	 -0.534175	 -0.209821	 -0.473631	 -0.500869	 -0.20134	 -0.46081	 -0.46842	 -0.19305	 -0.445825	 -0.436865	 -0.184963	 -0.428917	 -0.406262	 -0.177086	 -0.410228	 -0.376598	 -0.169433	 -0.389973	 -0.347898	 -0.162013	 -0.36827	 -0.320185	 -0.154823	 -0.345225	 -0.293458	 -0.14784	 -0.320959	 -0.267701	 -0.141105	 -0.295577	 -0.242921	 -0.134594	 -0.269162	 -0.219076	 -0.128311	 -0.241822	 -0.196111	 -0.122251	 -0.213669	 -0.173932	 -0.116402	 -0.184826	 -0.152587	 -0.110747	 -0.1553	 -0.13199	 -0.105283	 -0.12519	 -0.11213	 -0.1	 -0.0945345	 0.236174	 0.236141	 0.236074	 0.235967	 0.235814	 0.235609	 0.235345	 0.235017	 0.234621	 0.23416	 0.233637	 0.23306	 0.232439	 0.231779	 0.231082	 0.230351	 0.229612	 0.228933	 0.228417	 0.228132	 0.228625	 0.230538	 0.233924	 0.238745	 0.244891	 0.252193	 0.260481	 0.269644	 0.279599	 0.29026	 0.301566	 0.313448	 0.325844	 0.338723	 0.352068	 0.365837	 0.379947	 0.394318	 0.408887	 0.423609	 
2.41111	 -1.385	 -0.423	 -0.5	 -1.34941	 -0.414135	 -0.500044	 -1.31383	 -0.405268	 -0.500045	 -1.27824	 -0.396402	 -0.500045	 -1.24266	 -0.387534	 -0.500045	 -1.20707	 -0.378661	 -0.500045	 -1.17149	 -0.369787	 -0.500045	 -1.13591	 -0.360908	 -0.500045	 -1.10033	 -0.352022	 -0.500045	 -1.06475	 -0.343138	 -0.500045	 -1.02918	 -0.334254	 -0.500045	 -0.993601	 -0.325368	 -0.500045	 -0.958029	 -0.316474	 -0.500045	 -0.922461	 -0.307567	 -0.500045	 -0.886895	 -0.298653	 -0.500045	 -0.851332	 -0.289735	 -0.500045	 -0.81577	 -0.280814	 -0.500044	 -0.780212	 -0.271883	 -0.500043	 -0.744657	 -0.262944	 -0.500037	 -0.709105	 -0.253994	 -0.500023	 -0.67356	 -0.245022	 -0.500001	 -0.638077	 -0.236054	 -0.497877	 -0.602894	 -0.227159	 -0.49267	 -0.568166	 -0.218361	 -0.48487	 -0.534063	 -0.209698	 -0.474548	 -0.500735	 -0.201205	 -0.461809	 -0.468255	 -0.192902	 -0.446914	 -0.436714	 -0.184805	 -0.430001	 -0.406144	 -0.176928	 -0.411276	 -0.376503	 -0.169277	 -0.391004	 -0.347846	 -0.161859	 -0.36926	 -0.320191	 -0.154661	 -0.346163	 -0.293534	 -0.147689	 -0.321833	 -0.267865	 -0.14097	 -0.296372	 -0.243197	 -0.134469	 -0.269863	 -0.219465	 -0.128212	 -0.242434	 -0.196587	 -0.122173	 -0.214218	 -0.17454	 -0.116345	 -0.185283	 -0.153286	 -0.110707	 -0.155701	 -0.13279	 -0.105263	 -0.125531	 -0.113042	 -0.1	 -0.0948123	 0.23834	 0.238263	 0.238109	 0.237876	 0.237564	 0.23717	 0.236692	 0.23613	 0.235487	 0.234774	 0.23401	 0.233216	 0.232417	 0.231628	 0.230856	 0.2301	 0.229358	 0.228631	 0.227927	 0.227259	 0.227041	 0.228264	 0.230946	 0.234911	 0.240147	 0.246583	 0.254129	 0.262721	 0.272231	 0.282562	 0.293658	 0.305427	 0.317785	 0.33067	 0.344023	 0.357762	 0.371821	 0.386136	 0.400669	 0.415391	 
2.42222	 -1.385	 -0.423	 -0.5	 -1.34942	 -0.414132	 -0.500044	 -1.31383	 -0.40526	 -0.500045	 -1.27825	 -0.39639	 -0.500045	 -1.24267	 -0.387517	 -0.500045	 -1.20709	 -0.378639	 -0.500045	 -1.17151	 -0.369761	 -0.500045	 -1.13593	 -0.360878	 -0.500045	 -1.10036	 -0.351991	 -0.500045	 -1.06478	 -0.343105	 -0.500045	 -1.02921	 -0.334219	 -0.500045	 -0.993632	 -0.325331	 -0.500045	 -0.958062	 -0.316428	 -0.500045	 -0.922496	 -0.307515	 -0.500045	 -0.886931	 -0.2986	 -0.500045	 -0.851367	 -0.289682	 -0.500045	 -0.815806	 -0.280756	 -0.500044	 -0.780248	 -0.271819	 -0.500043	 -0.744693	 -0.262878	 -0.500038	 -0.709142	 -0.25392	 -0.500026	 -0.673597	 -0.244942	 -0.500003	 -0.638095	 -0.235972	 -0.498228	 -0.602877	 -0.227064	 -0.49329	 -0.56812	 -0.218252	 -0.485634	 -0.533975	 -0.209577	 -0.475459	 -0.500613	 -0.201069	 -0.462822	 -0.468106	 -0.192751	 -0.448	 -0.436568	 -0.184644	 -0.431091	 -0.406005	 -0.176765	 -0.412361	 -0.376397	 -0.169115	 -0.392048	 -0.347786	 -0.161694	 -0.370253	 -0.32019	 -0.15449	 -0.347097	 -0.293605	 -0.147539	 -0.322694	 -0.268038	 -0.140824	 -0.297142	 -0.24347	 -0.134345	 -0.270549	 -0.219833	 -0.128106	 -0.243047	 -0.197049	 -0.122089	 -0.214764	 -0.175137	 -0.116278	 -0.185738	 -0.153977	 -0.110664	 -0.156099	 -0.1336	 -0.105239	 -0.12586	 -0.113965	 -0.1	 -0.0950796	 0.236798	 0.236694	 0.236494	 0.23621	 0.235858	 0.235456	 0.235021	 0.234565	 0.234097	 0.23362	 0.233135	 0.232642	 0.232139	 0.231623	 0.231092	 0.230544	 0.229975	 0.229381	 0.22876	 0.228108	 0.227704	 0.228673	 0.231065	 0.234674	 0.239463	 0.245361	 0.252292	 0.260185	 0.268904	 0.278379	 0.288586	 0.299487	 0.311044	 0.323209	 0.335916	 0.349082	 0.362666	 0.376625	 0.39093	 0.405563	 
2.43333	 -1.385	 -0.423	 -0.5	 -1.34942	 -0.414128	 -0.500044	 -1.31385	 -0.405253	 -0.500045	 -1.27827	 -0.396379	 -0.500045	 -1.2427	 -0.387502	 -0.500045	 -1.20712	 -0.378621	 -0.500045	 -1.17155	 -0.369738	 -0.500045	 -1.13598	 -0.360852	 -0.500045	 -1.1004	 -0.351966	 -0.500045	 -1.06483	 -0.343077	 -0.500045	 -1.02926	 -0.334189	 -0.500045	 -0.993689	 -0.325296	 -0.500045	 -0.958123	 -0.316386	 -0.500045	 -0.922559	 -0.307469	 -0.500045	 -0.886995	 -0.298553	 -0.500045	 -0.851432	 -0.289634	 -0.500045	 -0.815874	 -0.280702	 -0.500044	 -0.780318	 -0.271762	 -0.500043	 -0.744764	 -0.262815	 -0.500039	 -0.709216	 -0.25385	 -0.500028	 -0.673672	 -0.244872	 -0.500005	 -0.638159	 -0.2359	 -0.498488	 -0.602897	 -0.226974	 -0.493911	 -0.568109	 -0.218149	 -0.486419	 -0.533934	 -0.209461	 -0.476362	 -0.50053	 -0.200938	 -0.463852	 -0.468005	 -0.192606	 -0.449081	 -0.436455	 -0.184489	 -0.432204	 -0.405882	 -0.176605	 -0.413496	 -0.376314	 -0.168954	 -0.39313	 -0.347752	 -0.161524	 -0.371279	 -0.320214	 -0.154325	 -0.348058	 -0.293706	 -0.147389	 -0.323572	 -0.268239	 -0.140678	 -0.297924	 -0.243753	 -0.134223	 -0.271255	 -0.220191	 -0.127998	 -0.243692	 -0.197522	 -0.121999	 -0.215321	 -0.17571	 -0.116206	 -0.186224	 -0.15467	 -0.110617	 -0.156503	 -0.134414	 -0.105214	 -0.126188	 -0.1149	 -0.1	 -0.0953347	 0.231841	 0.231862	 0.2319	 0.231945	 0.231987	 0.232013	 0.232012	 0.231975	 0.231895	 0.231766	 0.231586	 0.231352	 0.231064	 0.230722	 0.230328	 0.229881	 0.229382	 0.228833	 0.228234	 0.227586	 0.227092	 0.227877	 0.230083	 0.233579	 0.238241	 0.244	 0.250787	 0.25849	 0.266992	 0.276225	 0.286147	 0.296735	 0.307959	 0.319749	 0.332014	 0.344696	 0.357793	 0.371333	 0.385347	 0.399851	 
2.44444	 -1.385	 -0.423	 -0.5	 -1.34943	 -0.414124	 -0.500044	 -1.31386	 -0.405247	 -0.500045	 -1.27829	 -0.396368	 -0.500045	 -1.24272	 -0.387486	 -0.500045	 -1.20716	 -0.378603	 -0.500045	 -1.17159	 -0.369715	 -0.500045	 -1.13602	 -0.360827	 -0.500045	 -1.10045	 -0.351941	 -0.500045	 -1.06489	 -0.343052	 -0.500045	 -1.02932	 -0.33416	 -0.500045	 -0.993758	 -0.325259	 -0.500045	 -0.958198	 -0.316346	 -0.500045	 -0.922638	 -0.307428	 -0.500045	 -0.887079	 -0.29851	 -0.500045	 -0.851522	 -0.289589	 -0.500045	 -0.815968	 -0.280653	 -0.500044	 -0.780416	 -0.27171	 -0.500043	 -0.744868	 -0.262756	 -0.500039	 -0.709325	 -0.253785	 -0.500029	 -0.673784	 -0.24481	 -0.500007	 -0.638267	 -0.235834	 -0.498689	 -0.602967	 -0.226894	 -0.494485	 -0.568139	 -0.218054	 -0.487216	 -0.53394	 -0.209352	 -0.477266	 -0.500496	 -0.200814	 -0.464885	 -0.467958	 -0.192469	 -0.450159	 -0.43638	 -0.184343	 -0.433345	 -0.405797	 -0.176452	 -0.414662	 -0.376263	 -0.168793	 -0.394255	 -0.347752	 -0.161356	 -0.372342	 -0.320275	 -0.154173	 -0.349048	 -0.29385	 -0.147238	 -0.324473	 -0.268467	 -0.140542	 -0.298739	 -0.244051	 -0.134102	 -0.272002	 -0.220563	 -0.127891	 -0.244371	 -0.198005	 -0.121905	 -0.215907	 -0.176271	 -0.116131	 -0.186745	 -0.155366	 -0.110564	 -0.156922	 -0.135229	 -0.105188	 -0.126518	 -0.115844	 -0.1	 -0.0955762	 0.22749	 0.227503	 0.227529	 0.227566	 0.227612	 0.227662	 0.227713	 0.227757	 0.227785	 0.227789	 0.227759	 0.227685	 0.227559	 0.227375	 0.227128	 0.226814	 0.226432	 0.225984	 0.225472	 0.2249	 0.224424	 0.225098	 0.227186	 0.230674	 0.235376	 0.241226	 0.248159	 0.256048	 0.264822	 0.274418	 0.284779	 0.295888	 0.307696	 0.320082	 0.332901	 0.346068	 0.359552	 0.373399	 0.387651	 0.402303	 
2.45556	 -1.385	 -0.423	 -0.5	 -1.34944	 -0.414119	 -0.500044	 -1.31387	 -0.40524	 -0.500045	 -1.27831	 -0.396356	 -0.500045	 -1.24275	 -0.387469	 -0.500045	 -1.20719	 -0.378583	 -0.500045	 -1.17163	 -0.369692	 -0.500045	 -1.13607	 -0.360802	 -0.500045	 -1.10051	 -0.351915	 -0.500045	 -1.06495	 -0.343026	 -0.500045	 -1.02939	 -0.334129	 -0.500045	 -0.993834	 -0.32522	 -0.500045	 -0.958281	 -0.316306	 -0.500045	 -0.922729	 -0.307389	 -0.500045	 -0.887178	 -0.29847	 -0.500045	 -0.851628	 -0.289544	 -0.500045	 -0.816082	 -0.280607	 -0.500044	 -0.780539	 -0.271661	 -0.500043	 -0.744999	 -0.262699	 -0.50004	 -0.709463	 -0.253726	 -0.500031	 -0.673927	 -0.244755	 -0.500009	 -0.638411	 -0.235773	 -0.498892	 -0.603084	 -0.226822	 -0.494986	 -0.568207	 -0.217966	 -0.488002	 -0.533979	 -0.209247	 -0.478185	 -0.500506	 -0.200694	 -0.465904	 -0.467944	 -0.192337	 -0.451242	 -0.436334	 -0.184203	 -0.434499	 -0.405746	 -0.1763	 -0.415833	 -0.37623	 -0.168629	 -0.395403	 -0.34777	 -0.161193	 -0.373424	 -0.32036	 -0.154022	 -0.350044	 -0.294019	 -0.147085	 -0.325377	 -0.2687	 -0.140411	 -0.29957	 -0.244349	 -0.133978	 -0.272765	 -0.220949	 -0.127782	 -0.245051	 -0.198475	 -0.121806	 -0.216511	 -0.176837	 -0.116054	 -0.187265	 -0.156057	 -0.110507	 -0.157344	 -0.136051	 -0.105161	 -0.126841	 -0.116798	 -0.1	 -0.0958035	 0.223476	 0.223449	 0.223398	 0.223321	 0.223222	 0.223101	 0.222961	 0.222804	 0.222632	 0.222449	 0.222256	 0.222054	 0.221844	 0.221628	 0.221405	 0.221175	 0.220938	 0.220695	 0.220446	 0.220194	 0.220052	 0.220997	 0.223381	 0.227262	 0.232468	 0.238889	 0.246433	 0.254972	 0.264449	 0.274787	 0.285919	 0.297807	 0.31037	 0.32345	 0.336874	 0.350526	 0.364372	 0.378485	 0.392944	 0.407725	 
2.46667	 -1.385	 -0.423	 -0.5	 -1.34944	 -0.414115	 -0.500044	 -1.31389	 -0.405232	 -0.500045	 -1.27833	 -0.396344	 -0.500045	 -1.24278	 -0.387454	 -0.500045	 -1.20723	 -0.378563	 -0.500045	 -1.17167	 -0.369671	 -0.500045	 -1.13612	 -0.36078	 -0.500045	 -1.10057	 -0.351891	 -0.500045	 -1.06502	 -0.343001	 -0.500045	 -1.02947	 -0.334097	 -0.500045	 -0.993921	 -0.325183	 -0.500045	 -0.958376	 -0.316269	 -0.500045	 -0.922831	 -0.307353	 -0.500045	 -0.887288	 -0.29843	 -0.500045	 -0.851748	 -0.289499	 -0.500045	 -0.816209	 -0.280561	 -0.500044	 -0.780673	 -0.27161	 -0.500043	 -0.745142	 -0.262641	 -0.50004	 -0.709611	 -0.25367	 -0.500032	 -0.67408	 -0.244698	 -0.500011	 -0.638564	 -0.235711	 -0.499135	 -0.603221	 -0.226752	 -0.495425	 -0.568293	 -0.217878	 -0.488743	 -0.534021	 -0.209139	 -0.479108	 -0.500528	 -0.200572	 -0.466895	 -0.46793	 -0.192204	 -0.452324	 -0.436292	 -0.18406	 -0.435637	 -0.405704	 -0.176142	 -0.416976	 -0.376197	 -0.168457	 -0.396537	 -0.347784	 -0.161031	 -0.37449	 -0.320451	 -0.153861	 -0.351016	 -0.294183	 -0.146932	 -0.326263	 -0.26892	 -0.140274	 -0.300392	 -0.244643	 -0.13385	 -0.273512	 -0.221338	 -0.127665	 -0.245709	 -0.198931	 -0.121705	 -0.217107	 -0.177418	 -0.115972	 -0.18776	 -0.156745	 -0.110449	 -0.157753	 -0.136881	 -0.105132	 -0.127146	 -0.11776	 -0.1	 -0.0960169	 0.218232	 0.218191	 0.218109	 0.217988	 0.217833	 0.217646	 0.217433	 0.2172	 0.216954	 0.216705	 0.216461	 0.216232	 0.216029	 0.215865	 0.215748	 0.215691	 0.215701	 0.215785	 0.215945	 0.216181	 0.216559	 0.218003	 0.220903	 0.225327	 0.231168	 0.238246	 0.246414	 0.255561	 0.265611	 0.276486	 0.288127	 0.300472	 0.313423	 0.326825	 0.340505	 0.354325	 0.368276	 0.382458	 0.396978	 0.411816	 
2.47778	 -1.385	 -0.423	 -0.5	 -1.34945	 -0.414112	 -0.500044	 -1.31391	 -0.405224	 -0.500045	 -1.27836	 -0.396333	 -0.500045	 -1.24282	 -0.38744	 -0.500045	 -1.20728	 -0.378545	 -0.500045	 -1.17173	 -0.369653	 -0.500045	 -1.13619	 -0.360761	 -0.500045	 -1.10064	 -0.35187	 -0.500045	 -1.0651	 -0.342974	 -0.500045	 -1.02956	 -0.334065	 -0.500045	 -0.994018	 -0.325148	 -0.500045	 -0.958478	 -0.316233	 -0.500045	 -0.922939	 -0.307316	 -0.500045	 -0.887401	 -0.298389	 -0.500045	 -0.851866	 -0.289452	 -0.500045	 -0.816332	 -0.280511	 -0.500044	 -0.780801	 -0.271553	 -0.500044	 -0.745273	 -0.262581	 -0.500041	 -0.709744	 -0.253611	 -0.500034	 -0.674216	 -0.244632	 -0.500013	 -0.638696	 -0.235639	 -0.499416	 -0.603342	 -0.226674	 -0.495837	 -0.568371	 -0.217782	 -0.489412	 -0.534043	 -0.209022	 -0.479999	 -0.500528	 -0.200439	 -0.467858	 -0.467891	 -0.192062	 -0.453381	 -0.436238	 -0.183904	 -0.43673	 -0.405651	 -0.175971	 -0.418073	 -0.376155	 -0.16828	 -0.397619	 -0.347787	 -0.160862	 -0.375512	 -0.320531	 -0.153689	 -0.351948	 -0.294327	 -0.146781	 -0.327121	 -0.269129	 -0.140128	 -0.301183	 -0.244938	 -0.133716	 -0.274222	 -0.221719	 -0.127542	 -0.246343	 -0.199398	 -0.121604	 -0.217667	 -0.178009	 -0.115889	 -0.188224	 -0.157449	 -0.110395	 -0.158132	 -0.137719	 -0.105103	 -0.127433	 -0.118729	 -0.1	 -0.0962164	 0.21136	 0.211352	 0.211338	 0.21132	 0.211304	 0.211295	 0.211299	 0.211324	 0.211376	 0.211464	 0.211594	 0.211771	 0.212002	 0.212288	 0.212632	 0.213034	 0.213491	 0.214001	 0.214555	 0.215146	 0.215799	 0.217425	 0.220464	 0.224959	 0.230907	 0.238108	 0.246379	 0.255644	 0.265809	 0.276813	 0.288611	 0.301122	 0.314232	 0.327785	 0.341597	 0.355505	 0.369514	 0.383745	 0.398308	 0.413198	 
2.48889	 -1.385	 -0.423	 -0.5	 -1.34946	 -0.414109	 -0.500044	 -1.31393	 -0.405214	 -0.500045	 -1.27839	 -0.396321	 -0.500045	 -1.24286	 -0.387425	 -0.500045	 -1.20732	 -0.378527	 -0.500045	 -1.17178	 -0.369634	 -0.500045	 -1.13624	 -0.360741	 -0.500045	 -1.10071	 -0.351845	 -0.500045	 -1.06517	 -0.342942	 -0.500045	 -1.02964	 -0.334028	 -0.500045	 -0.9941	 -0.32511	 -0.500045	 -0.958564	 -0.316192	 -0.500045	 -0.923028	 -0.307272	 -0.500045	 -0.887494	 -0.29834	 -0.500045	 -0.851962	 -0.289398	 -0.500045	 -0.81643	 -0.28045	 -0.500044	 -0.780901	 -0.271485	 -0.500044	 -0.745373	 -0.262513	 -0.500041	 -0.709845	 -0.253541	 -0.500035	 -0.674319	 -0.244554	 -0.500016	 -0.638796	 -0.235557	 -0.499698	 -0.603431	 -0.226583	 -0.496259	 -0.568433	 -0.217676	 -0.490004	 -0.534049	 -0.208896	 -0.480821	 -0.500496	 -0.200298	 -0.468799	 -0.467829	 -0.191909	 -0.454399	 -0.436171	 -0.183735	 -0.437768	 -0.405586	 -0.17579	 -0.419116	 -0.376112	 -0.168101	 -0.398634	 -0.347786	 -0.160681	 -0.376476	 -0.320594	 -0.153513	 -0.35284	 -0.294449	 -0.146624	 -0.327948	 -0.269332	 -0.139974	 -0.301935	 -0.245231	 -0.133577	 -0.274892	 -0.222091	 -0.127417	 -0.246947	 -0.199891	 -0.121501	 -0.218176	 -0.178606	 -0.11581	 -0.188656	 -0.158178	 -0.110342	 -0.158473	 -0.138564	 -0.105075	 -0.127698	 -0.119704	 -0.1	 -0.096401	 0.204714	 0.204794	 0.204953	 0.20519	 0.205503	 0.205889	 0.206343	 0.20686	 0.207434	 0.208058	 0.208723	 0.209422	 0.210144	 0.21088	 0.211622	 0.212362	 0.213092	 0.213805	 0.214493	 0.21515	 0.215783	 0.217288	 0.220195	 0.224483	 0.230216	 0.237228	 0.245326	 0.254428	 0.264439	 0.275311	 0.287009	 0.299448	 0.312509	 0.326032	 0.339801	 0.353652	 0.367588	 0.38176	 0.396292	 0.411189	 
2.5	 -1.385	 -0.423	 -0.5	 -1.34947	 -0.414104	 -0.500044	 -1.31394	 -0.405203	 -0.500045	 -1.27841	 -0.396305	 -0.500045	 -1.24288	 -0.387405	 -0.500045	 -1.20734	 -0.378505	 -0.500045	 -1.17181	 -0.36961	 -0.500045	 -1.13628	 -0.360713	 -0.500045	 -1.10074	 -0.351811	 -0.500045	 -1.06521	 -0.342899	 -0.500045	 -1.02968	 -0.333981	 -0.500045	 -0.994145	 -0.325063	 -0.500045	 -0.958612	 -0.316142	 -0.500045	 -0.923079	 -0.307215	 -0.500045	 -0.887547	 -0.298279	 -0.500045	 -0.852017	 -0.289333	 -0.500045	 -0.81649	 -0.280375	 -0.500044	 -0.780964	 -0.271405	 -0.500044	 -0.745437	 -0.262436	 -0.500042	 -0.709911	 -0.253459	 -0.500036	 -0.674389	 -0.244465	 -0.500019	 -0.638868	 -0.235464	 -0.499945	 -0.60349	 -0.226479	 -0.496699	 -0.568479	 -0.21756	 -0.490545	 -0.534051	 -0.208764	 -0.481553	 -0.500442	 -0.20015	 -0.469712	 -0.467757	 -0.191746	 -0.455368	 -0.436098	 -0.183555	 -0.438756	 -0.405518	 -0.175603	 -0.420104	 -0.376075	 -0.167919	 -0.399583	 -0.347789	 -0.160492	 -0.377383	 -0.320639	 -0.153338	 -0.353701	 -0.294558	 -0.146456	 -0.328746	 -0.269533	 -0.139817	 -0.302648	 -0.24552	 -0.133432	 -0.275531	 -0.222471	 -0.127294	 -0.247513	 -0.200403	 -0.121398	 -0.218642	 -0.17922	 -0.115735	 -0.18905	 -0.158924	 -0.110291	 -0.15878	 -0.139421	 -0.10505	 -0.127937	 -0.120684	 -0.1	 -0.0965694	 0.201853	 0.201972	 0.202208	 0.202555	 0.203004	 0.203544	 0.204164	 0.204851	 0.205589	 0.206366	 0.207167	 0.207978	 0.208789	 0.209589	 0.210369	 0.211121	 0.21184	 0.21252	 0.213155	 0.213743	 0.214281	 0.215598	 0.218348	 0.222452	 0.227952	 0.234751	 0.242678	 0.251606	 0.261442	 0.272141	 0.283668	 0.295955	 0.308893	 0.322299	 0.335926	 0.349614	 0.363371	 0.377381	 0.391816	 0.406681	 
2.50833	 -1.385	 -0.423	 -0.5	 -1.34947	 -0.414098	 -0.500044	 -1.31394	 -0.405193	 -0.500045	 -1.27841	 -0.39629	 -0.500045	 -1.24287	 -0.387387	 -0.500045	 -1.20734	 -0.378485	 -0.500045	 -1.17181	 -0.369586	 -0.500045	 -1.13628	 -0.360686	 -0.500045	 -1.10074	 -0.351778	 -0.500045	 -1.06521	 -0.342859	 -0.500045	 -1.02968	 -0.333939	 -0.500045	 -0.99415	 -0.32502	 -0.500045	 -0.958619	 -0.316096	 -0.500045	 -0.92309	 -0.307164	 -0.500045	 -0.887561	 -0.298224	 -0.500045	 -0.852034	 -0.289276	 -0.500045	 -0.81651	 -0.280311	 -0.500044	 -0.780987	 -0.27134	 -0.500044	 -0.745463	 -0.262372	 -0.500042	 -0.709942	 -0.25339	 -0.500036	 -0.674425	 -0.244393	 -0.500021	 -0.638909	 -0.235388	 -0.500002	 -0.603514	 -0.226392	 -0.497031	 -0.5685	 -0.217467	 -0.490937	 -0.534052	 -0.208662	 -0.482051	 -0.500396	 -0.200036	 -0.470366	 -0.467701	 -0.191616	 -0.456066	 -0.436041	 -0.183415	 -0.43947	 -0.405471	 -0.175462	 -0.420811	 -0.376053	 -0.167778	 -0.40026	 -0.347794	 -0.160348	 -0.378032	 -0.320664	 -0.153206	 -0.354327	 -0.294634	 -0.146323	 -0.32932	 -0.269672	 -0.139694	 -0.303151	 -0.245714	 -0.133316	 -0.275967	 -0.222737	 -0.127193	 -0.247859	 -0.200741	 -0.121308	 -0.218896	 -0.179634	 -0.115663	 -0.189212	 -0.159413	 -0.110233	 -0.158867	 -0.139973	 -0.105016	 -0.127971	 -0.12118	 -0.1	 -0.0966329	 0.20297	 0.203042	 0.203185	 0.203398	 0.203675	 0.204013	 0.204407	 0.204849	 0.205334	 0.205854	 0.206401	 0.206969	 0.207547	 0.208128	 0.208697	 0.209237	 0.209715	 0.210096	 0.210369	 0.210589	 0.210875	 0.211992	 0.214579	 0.218704	 0.224283	 0.231191	 0.239248	 0.24831	 0.258352	 0.269448	 0.281854	 0.296097	 0.312826	 0.332205	 0.352951	 0.371881	 0.385306	 0.392436	 0.397349	 0.405847	 
