Time	 FAIRTEN1	 FAIRTEN3	 ANCHTEN1	 ANCHTEN3	 
(s)	 (N)     	 (N)     	 (N)     	 (N)     	 
7.61211	 1.35163	 0.264938	 1.16352	 0.008922	 
7.61797	 1.36525	 0.25784	 1.16791	 0.00892212	 
7.62344	 1.37209	 0.24531	 1.15438	 0.00892261	 
7.62891	 1.3862	 0.235397	 1.15228	 0.00892311	 
7.63437	 1.3983	 0.237123	 1.15202	 0.00892299	 
7.63984	 1.40859	 0.240955	 1.14387	 0.00892183	 
7.64531	 1.42052	 0.230819	 1.13744	 0.0089197	 
7.65078	 1.43567	 0.207884	 1.14681	 0.00891697	 
7.65625	 1.44935	 0.193016	 1.14642	 0.00891307	 
7.66172	 1.4568	 0.195588	 1.13837	 0.00890372	 
7.6665	 1.45367	 0.214043	 1.13888	 0.00892723	 
7.67129	 1.46213	 0.227786	 1.16379	 0.00976365	 
7.67607	 1.46668	 0.23734	 1.19642	 0.0154876	 
7.68086	 1.46803	 0.23125	 1.22058	 0.0481914	 
7.68564	 1.46448	 0.221073	 1.23789	 0.044053	 
7.69043	 1.45789	 0.219391	 1.25151	 0.0295956	 
7.69521	 1.45149	 0.226794	 1.27388	 0.0234753	 
7.7	 1.44617	 0.23881	 1.28716	 0.0209693	 
7.70476	 1.44065	 0.24873	 1.29378	 0.0201718	 
7.70952	 1.43446	 0.245074	 1.29468	 0.0235123	 
7.71455	 1.42932	 0.226178	 1.30324	 0.0295836	 
7.71958	 1.42331	 0.214082	 1.31356	 0.0295268	 
7.7246	 1.42212	 0.213269	 1.31289	 0.0234592	 
7.72963	 1.42526	 0.221513	 1.31454	 0.0169991	 
7.73466	 1.4323	 0.234392	 1.31442	 0.0135433	 
7.73968	 1.44316	 0.246653	 1.32732	 0.015317	 
7.74517	 1.46094	 0.242979	 1.32795	 0.0269903	 
7.75015	 1.4731	 0.232418	 1.32433	 0.0380261	 
7.75468	 1.48465	 0.224062	 1.31231	 0.0337679	 
7.75972	 1.49971	 0.22083	 1.31267	 0.015936	 
7.76547	 1.50914	 0.239949	 1.31101	 0.0094351	 
7.77123	 1.51344	 0.267357	 1.3008	 0.00890148	 
7.77698	 1.51706	 0.287107	 1.29572	 0.0159588	 
7.78274	 1.51826	 0.282713	 1.288	 0.0402714	 
7.78849	 1.51627	 0.244368	 1.28325	 0.057101	 
7.79425	 1.51336	 0.212459	 1.28369	 0.054966	 
7.8	 1.51168	 0.213473	 1.28678	 0.0319755	 
7.805	 1.5072	 0.2389	 1.29299	 0.0133064	 
7.81	 1.50324	 0.258784	 1.30083	 0.00891695	 
7.81474	 1.49583	 0.278408	 1.31022	 0.00924893	 
7.81947	 1.48795	 0.282632	 1.3214	 0.0156528	 
7.82421	 1.48007	 0.268404	 1.33015	 0.0319294	 
7.82926	 1.47282	 0.227003	 1.33564	 0.0557753	 
7.83432	 1.46514	 0.196819	 1.33772	 0.0755425	 
7.83937	 1.45745	 0.195109	 1.33662	 0.0758783	 
7.84442	 1.44994	 0.216863	 1.33434	 0.0535263	 
7.84947	 1.44309	 0.246004	 1.33123	 0.0254896	 
7.85509	 1.43803	 0.267266	 1.32639	 0.0116825	 
7.8607	 1.43526	 0.277659	 1.32102	 0.0179283	 
7.86632	 1.43472	 0.276011	 1.31458	 0.0396029	 
7.87193	 1.43683	 0.269481	 1.3074	 0.0626049	 
7.87754	 1.44096	 0.247788	 1.29902	 0.0761127	 
7.88316	 1.44571	 0.227239	 1.28849	 0.0766388	 
7.88877	 1.44984	 0.230548	 1.2768	 0.0631095	 
7.89439	 1.45206	 0.252134	 1.2644	 0.03584	 
7.9	 1.4515	 0.27724	 1.25189	 0.00985799	 
7.90625	 1.44785	 0.285633	 1.23808	 0.00976365	 
7.91346	 1.44158	 0.275423	 1.22324	 0.00905435	 
7.92133	 1.43087	 0.267347	 1.21096	 0.0446974	 
7.9292	 1.41742	 0.270054	 1.20315	 0.0724008	 
7.93805	 1.40101	 0.242695	 1.19921	 0.0703405	 
7.94837	 1.37867	 0.250915	 1.19693	 0.0516604	 
7.96128	 1.34689	 0.252827	 1.18282	 0.0108925	 
7.97419	 1.31178	 0.258267	 1.15802	 0.0127183	 
7.98709	 1.28257	 0.304638	 1.13267	 0.0418039	 
8	 1.26273	 0.291971	 1.08226	 0.0364717	 
8.0125	 1.24781	 0.20589	 1.03425	 0.0360528	 
8.02125	 1.23357	 0.187049	 1.02477	 0.0456084	 
8.02841	 1.21964	 0.182034	 1.0193	 0.0407528	 
8.03437	 1.20713	 0.182928	 1.0091	 0.0313789	 
8.03984	 1.19327	 0.185259	 0.996252	 0.0304037	 
8.04531	 1.17769	 0.18767	 0.982491	 0.0397894	 
8.05028	 1.1656	 0.191835	 0.971261	 0.0524591	 
8.05526	 1.14626	 0.190315	 0.963131	 0.0629762	 
8.05973	 1.13424	 0.196103	 0.960372	 0.0683058	 
8.0642	 1.11257	 0.199268	 0.965784	 0.0708384	 
8.06868	 1.09451	 0.208712	 0.979797	 0.0723549	 
8.07315	 1.07804	 0.221177	 0.997177	 0.0719723	 
8.07763	 1.06436	 0.234931	 1.00934	 0.0667082	 
8.0821	 1.05319	 0.247879	 1.01001	 0.0554275	 
8.08658	 1.04357	 0.258354	 0.998562	 0.040619	 
8.09105	 1.03488	 0.265851	 0.978135	 0.0264383	 
8.09553	 1.02659	 0.27112	 0.952611	 0.0163589	 
8.1	 1.0179	 0.275396	 0.925971	 0.0118516	 
8.10417	 1.01257	 0.281017	 0.902822	 0.0114963	 
8.10833	 0.99941	 0.283046	 0.882328	 0.0138463	 
8.1125	 0.990094	 0.285437	 0.86375	 0.018558	 
8.11667	 0.982367	 0.286235	 0.845744	 0.0244627	 
8.12083	 0.977069	 0.284971	 0.8272	 0.0305341	 
8.12523	 0.972561	 0.280373	 0.806509	 0.0368637	 
8.12963	 0.976501	 0.275525	 0.785492	 0.0433693	 
8.13403	 0.980636	 0.268558	 0.765186	 0.0501263	 
8.13843	 0.984854	 0.260553	 0.74702	 0.0566799	 
8.14282	 0.986614	 0.252092	 0.731531	 0.0622699	 
8.14722	 0.983791	 0.243824	 0.718505	 0.0663172	 
8.15162	 0.975144	 0.236637	 0.707557	 0.0687401	 
8.15602	 0.960615	 0.231534	 0.698489	 0.069891	 
8.16042	 0.941479	 0.229406	 0.690616	 0.0702875	 
8.16481	 0.919879	 0.230763	 0.68194	 0.0704512	 
8.16921	 0.89768	 0.235613	 0.671015	 0.070883	 
8.17361	 0.875814	 0.243446	 0.658595	 0.071997	 
8.17801	 0.854447	 0.253432	 0.646654	 0.0740025	 
8.18241	 0.833611	 0.264615	 0.636452	 0.076832	 
8.18681	 0.813373	 0.276149	 0.629001	 0.0801418	 
8.1912	 0.793751	 0.287167	 0.624803	 0.0833964	 
8.1956	 0.774753	 0.296153	 0.623827	 0.0860574	 
8.2	 0.756623	 0.301618	 0.624092	 0.0877977	 
8.20476	 0.735442	 0.303316	 0.623343	 0.0886435	 
8.20952	 0.722883	 0.30234	 0.619563	 0.0887236	 
8.21429	 0.709676	 0.299612	 0.611956	 0.0883638	 
8.21905	 0.69823	 0.295665	 0.60029	 0.0876387	 
8.22381	 0.687734	 0.291175	 0.584472	 0.0866144	 
8.22857	 0.677487	 0.286925	 0.565317	 0.0857709	 
8.23367	 0.664204	 0.283408	 0.542316	 0.0859971	 
8.23878	 0.65552	 0.28154	 0.518326	 0.0881779	 
8.24388	 0.644992	 0.282219	 0.49442	 0.0924922	 
8.24898	 0.635814	 0.284958	 0.47033	 0.0984939	 
8.25408	 0.628971	 0.289202	 0.445353	 0.10529	 
8.25918	 0.624628	 0.294255	 0.420676	 0.111739	 
8.26429	 0.621861	 0.299556	 0.399186	 0.116777	 
8.26939	 0.619094	 0.304806	 0.381972	 0.119834	 
8.27449	 0.614738	 0.309896	 0.367571	 0.121035	 
8.27959	 0.607606	 0.314818	 0.35478	 0.12105	 
8.28469	 0.597116	 0.319663	 0.342403	 0.120691	 
8.2898	 0.583295	 0.324676	 0.329509	 0.120567	 
8.2949	 0.566541	 0.330199	 0.3178	 0.12111	 
8.3	 0.547568	 0.336563	 0.310046	 0.12281	 
8.30588	 0.521417	 0.345594	 0.303878	 0.126847	 
8.31216	 0.49788	 0.354911	 0.295529	 0.133877	 
8.31801	 0.477228	 0.364062	 0.288941	 0.1425	 
8.32387	 0.453991	 0.371	 0.28559	 0.152243	 
8.33021	 0.432183	 0.365096	 0.280575	 0.163115	 
8.33719	 0.41439	 0.347011	 0.273028	 0.174285	 
8.34417	 0.401322	 0.332861	 0.266601	 0.181473	 
8.35215	 0.387559	 0.331203	 0.247089	 0.180777	 
8.35898	 0.381777	 0.339604	 0.21746	 0.177583	 
8.36582	 0.373882	 0.355321	 0.194327	 0.177711	 
8.37266	 0.369974	 0.37312	 0.179774	 0.183135	 
8.37949	 0.369052	 0.393661	 0.160204	 0.196583	 
8.38633	 0.367515	 0.416634	 0.137125	 0.215066	 
8.39089	 0.387588	 0.417393	 0.122065	 0.225101	 
8.39544	 0.366115	 0.446286	 0.106462	 0.230899	 
8.4	 0.36484	 0.453223	 0.0932664	 0.23258	 
8.40556	 0.356588	 0.450201	 0.0906376	 0.229998	 
8.41185	 0.352111	 0.432811	 0.106094	 0.222572	 
8.4192	 0.34261	 0.425596	 0.117083	 0.212399	 
8.42728	 0.32201	 0.437796	 0.108804	 0.207535	 
8.43637	 0.306445	 0.46271	 0.118639	 0.217105	 
8.44546	 0.291802	 0.489732	 0.143178	 0.234631	 
8.45455	 0.268836	 0.513883	 0.136692	 0.275898	 
8.46364	 0.268398	 0.498632	 0.0998394	 0.337922	 
8.47273	 0.268344	 0.480536	 0.0592174	 0.361933	 
8.48182	 0.281898	 0.493305	 0.0429694	 0.347277	 
8.49091	 0.303998	 0.518443	 0.0645574	 0.349073	 
8.5	 0.298594	 0.547032	 0.0743833	 0.365278	 
8.50833	 0.313045	 0.554409	 0.0684816	 0.382905	 
8.5175	 0.327723	 0.563445	 0.0805433	 0.390768	 
8.52667	 0.295191	 0.615417	 0.0926959	 0.380988	 
8.53583	 0.266359	 0.670335	 0.0847937	 0.38959	 
8.545	 0.270872	 0.689485	 0.0962868	 0.412192	 
8.55417	 0.276927	 0.66593	 0.130655	 0.424399	 
8.56333	 0.268859	 0.668123	 0.145982	 0.43021	 
8.5725	 0.286462	 0.705382	 0.128372	 0.470162	 
8.58167	 0.308683	 0.726223	 0.127652	 0.511879	 
8.59083	 0.319283	 0.709331	 0.134909	 0.534478	 
8.6	 0.307917	 0.712461	 0.132749	 0.559283	 
8.60909	 0.315803	 0.747431	 0.125662	 0.596009	 
8.61736	 0.336289	 0.76849	 0.118193	 0.605449	 
8.62487	 0.344416	 0.768515	 0.122199	 0.597597	 
8.63238	 0.338477	 0.78257	 0.133417	 0.609015	 
8.63914	 0.329813	 0.814651	 0.143173	 0.636444	 
8.64591	 0.32232	 0.854779	 0.149129	 0.652319	 
8.65267	 0.318314	 0.877921	 0.150168	 0.647469	 
8.65943	 0.314536	 0.886273	 0.148507	 0.642248	 
8.66522	 0.312299	 0.895431	 0.148787	 0.647982	 
8.67102	 0.307203	 0.923785	 0.152294	 0.654261	 
8.67682	 0.304481	 0.948447	 0.15668	 0.656086	 
8.68261	 0.304543	 0.9602	 0.158527	 0.658749	 
8.68841	 0.307932	 0.957272	 0.156761	 0.673457	 
8.6942	 0.313506	 0.956758	 0.151919	 0.700238	 
8.7	 0.318984	 0.971525	 0.144763	 0.72936	 
8.70526	 0.32213	 0.988633	 0.137811	 0.751458	 
8.71025	 0.321662	 1.00313	 0.132644	 0.768131	 
8.71524	 0.320532	 1.00564	 0.129283	 0.785084	 
8.72022	 0.319906	 0.999246	 0.125929	 0.802757	 
8.72491	 0.319699	 0.995084	 0.120859	 0.818181	 
8.72961	 0.318351	 1.00522	 0.114008	 0.832277	 
8.7343	 0.316863	 1.016	 0.107062	 0.846698	 
8.73868	 0.315509	 1.01901	 0.101903	 0.864174	 
8.7434	 0.31209	 1.02869	 0.0983768	 0.886437	 
8.74811	 0.308566	 1.02754	 0.0967743	 0.903622	 
8.75283	 0.304025	 1.03586	 0.0964847	 0.909218	 
8.75807	 0.297741	 1.05854	 0.0966071	 0.904949	 
8.76331	 0.291993	 1.07952	 0.0957746	 0.905273	 
8.76943	 0.285454	 1.10892	 0.0923089	 0.921751	 
8.77554	 0.281646	 1.12401	 0.086607	 0.938511	 
8.78166	 0.279838	 1.14017	 0.080408	 0.943491	 
8.78777	 0.279196	 1.16331	 0.0750599	 0.949162	 
8.79389	 0.279326	 1.18891	 0.0710242	 0.965467	 
8.8	 0.280576	 1.20547	 0.0682797	 0.981154	 
8.80625	 0.283417	 1.21825	 0.0666804	 0.992383	 
8.81295	 0.28786	 1.23804	 0.0662202	 1.01316	 
8.81964	 0.292859	 1.25249	 0.0669743	 1.04476	 
8.82634	 0.294922	 1.25753	 0.0686707	 1.06741	 
8.83304	 0.293481	 1.26057	 0.0710433	 1.0774	 
8.83973	 0.292237	 1.26832	 0.0739068	 1.09187	 
8.84643	 0.291114	 1.28088	 0.0765177	 1.1069	 
8.85179	 0.289533	 1.28033	 0.0786208	 1.11705	 
8.85714	 0.291726	 1.2911	 0.0818965	 1.13133	 
8.86327	 0.292457	 1.30132	 0.0876117	 1.1575	 
8.86939	 0.293256	 1.31395	 0.0942715	 1.17768	 
8.87704	 0.294781	 1.33613	 0.101841	 1.18522	 
8.88469	 0.298164	 1.35122	 0.107818	 1.19252	 
8.89235	 0.30146	 1.36804	 0.111282	 1.19691	 
8.9	 0.301375	 1.38421	 0.110227	 1.18631	 
8.90769	 0.298907	 1.39393	 0.107868	 1.18104	 
8.91479	 0.298652	 1.40074	 0.112381	 1.19605	 
8.92254	 0.302714	 1.41907	 0.12375	 1.22631	 
8.92958	 0.309343	 1.43215	 0.13155	 1.25516	 
8.93662	 0.317773	 1.4408	 0.130479	 1.27134	 
8.94296	 0.324333	 1.44198	 0.12404	 1.26705	 
8.9493	 0.331445	 1.44641	 0.11832	 1.25749	 
8.95564	 0.335818	 1.4445	 0.115255	 1.25825	 
8.96197	 0.339328	 1.43669	 0.113049	 1.26149	 
8.96831	 0.342915	 1.42922	 0.111833	 1.26306	 
8.97465	 0.347263	 1.42852	 0.112516	 1.26359	 
8.98099	 0.352362	 1.43629	 0.11276	 1.26995	 
8.98732	 0.357298	 1.44695	 0.111951	 1.27258	 
8.99366	 0.360663	 1.45673	 0.112665	 1.27192	 
9	 0.36183	 1.46395	 0.117377	 1.27029	 
9.00714	 0.361536	 1.46666	 0.127527	 1.27592	 
9.01558	 0.35993	 1.46003	 0.139631	 1.27869	 
9.02614	 0.36111	 1.44898	 0.148193	 1.26928	 
9.03845	 0.356998	 1.44378	 0.157004	 1.25614	 
9.05384	 0.316723	 1.43332	 0.176658	 1.25832	 
9.06153	 0.146775	 1.41351	 0.189487	 1.26388	 
9.06794	 0.248886	 1.41143	 0.201762	 1.2734	 
9.07435	 0.350915	 1.40414	 0.214572	 1.27359	 
9.07948	 0.363703	 1.39484	 0.223239	 1.26638	 
9.08461	 0.397549	 1.388	 0.230453	 1.25579	 
9.08974	 0.427995	 1.37737	 0.238979	 1.24195	 
9.09487	 0.46155	 1.36843	 0.249108	 1.22428	 
9.1	 0.493311	 1.35929	 0.249397	 1.20846	 
9.10556	 0.52257	 1.34966	 0.216463	 1.18557	 
9.11146	 0.5413	 1.34092	 0.136498	 1.14466	 
9.11736	 0.552566	 1.3339	 0.0447943	 1.10484	 
9.12326	 0.55488	 1.32896	 0.0102893	 1.08715	 
9.12875	 0.537804	 1.32447	 0.0118083	 1.08866	 
9.13423	 0.516403	 1.32025	 0.0710154	 1.09561	 
9.13929	 0.495812	 1.31288	 0.132496	 1.0966	 
9.14435	 0.494006	 1.30108	 0.182042	 1.09253	 
9.1494	 0.49847	 1.28566	 0.218566	 1.08648	 
9.15446	 0.506839	 1.26732	 0.25067	 1.0754	 
9.15952	 0.512643	 1.24578	 0.284122	 1.06065	 
9.16402	 0.503617	 1.22421	 0.312686	 1.04806	 
9.16916	 0.504044	 1.19575	 0.336929	 1.03375	 
9.1743	 0.469499	 1.16785	 0.347505	 1.01857	 
9.17944	 0.427072	 1.13915	 0.345079	 1.00508	 
9.18458	 0.389928	 1.11369	 0.332204	 0.993376	 
9.18972	 0.377033	 1.09488	 0.312565	 0.982092	 
9.19486	 0.394197	 1.08294	 0.294277	 0.971639	 
9.2	 0.434279	 1.07441	 0.286787	 0.960069	 
9.20526	 0.487781	 1.06584	 0.293771	 0.944309	 
9.21053	 0.541115	 1.05682	 0.310837	 0.926083	 
9.21579	 0.593086	 1.04602	 0.330825	 0.905981	 
9.22105	 0.640033	 1.03243	 0.349254	 0.881277	 
9.22632	 0.671856	 1.01606	 0.361884	 0.852276	 
9.23123	 0.675095	 1.00057	 0.361045	 0.824011	 
9.23614	 0.671681	 0.983419	 0.341282	 0.795589	 
9.24146	 0.66776	 0.966409	 0.303632	 0.765069	 
9.24732	 0.668625	 0.949597	 0.266707	 0.73367	 
9.25317	 0.672716	 0.9335	 0.257387	 0.706247	 
9.25986	 0.684966	 0.91538	 0.283504	 0.680718	 
9.26559	 0.682354	 0.901379	 0.324258	 0.662867	 
9.27133	 0.68327	 0.880857	 0.366334	 0.647492	 
9.27611	 0.656938	 0.867766	 0.391786	 0.636326	 
9.28208	 0.667427	 0.835993	 0.412395	 0.621856	 
9.28805	 0.674519	 0.810715	 0.440432	 0.602933	 
9.29403	 0.69713	 0.781957	 0.4846	 0.579533	 
9.3	 0.708747	 0.752404	 0.526385	 0.551616	 
9.30588	 0.693896	 0.722664	 0.541717	 0.523809	 
9.31142	 0.661176	 0.696144	 0.52866	 0.504423	 
9.31696	 0.646368	 0.670986	 0.507778	 0.492663	 
9.32215	 0.656355	 0.653625	 0.499313	 0.485157	 
9.32771	 0.702721	 0.634684	 0.506406	 0.477125	 
9.33327	 0.747956	 0.622472	 0.52198	 0.460612	 
9.33933	 0.789654	 0.60846	 0.531569	 0.429532	 
9.3454	 0.802744	 0.596747	 0.530799	 0.396271	 
9.35147	 0.817933	 0.582447	 0.539877	 0.372345	 
9.35753	 0.854605	 0.565975	 0.55662	 0.350918	 
9.3636	 0.90092	 0.547594	 0.555968	 0.327462	 
9.36967	 0.928335	 0.529163	 0.531776	 0.307289	 
9.37573	 0.921543	 0.513518	 0.516412	 0.283139	 
9.3818	 0.903691	 0.501759	 0.537973	 0.250618	 
9.38787	 0.904831	 0.492331	 0.580892	 0.224099	 
9.39393	 0.924934	 0.481803	 0.614617	 0.202957	 
9.4	 0.941334	 0.467526	 0.633339	 0.182421	 
9.40625	 0.939997	 0.449146	 0.661496	 0.176604	 
9.4125	 0.933962	 0.430375	 0.698553	 0.172436	 
9.41875	 0.946344	 0.412386	 0.721453	 0.15557	 
9.42455	 0.960916	 0.397889	 0.73154	 0.147655	 
9.43036	 0.967528	 0.381047	 0.75528	 0.141548	 
9.43616	 0.955836	 0.365826	 0.787507	 0.121784	 
9.44254	 0.956368	 0.347366	 0.79798	 0.107897	 
9.44893	 0.980676	 0.330158	 0.786337	 0.107643	 
9.45531	 1.01776	 0.314233	 0.799262	 0.0920882	 
9.4617	 1.04141	 0.30166	 0.826319	 0.0729111	 
9.46936	 1.06931	 0.296267	 0.821558	 0.0753771	 
9.47702	 1.10915	 0.294801	 0.817369	 0.0653552	 
9.48468	 1.14398	 0.291908	 0.840369	 0.0426481	 
9.49234	 1.16025	 0.291176	 0.848019	 0.0378925	 
9.5	 1.18482	 0.283682	 0.871824	 0.0135114	 
9.50588	 1.19233	 0.282357	 0.895752	 0.0105127	 
9.51216	 1.21254	 0.274322	 0.904508	 0.00953461	 
9.51843	 1.21187	 0.268152	 0.927295	 0.00920003	 
9.52523	 1.22414	 0.26404	 0.981597	 0.00918057	 
9.53271	 1.23975	 0.270356	 1.00458	 0.00920058	 
9.54018	 1.23936	 0.264099	 1.00695	 0.00918013	 
9.54766	 1.24418	 0.257806	 1.03468	 0.00910532	 
9.55514	 1.26256	 0.257069	 1.02752	 0.00902248	 
9.56261	 1.27689	 0.24141	 1.02665	 0.00890125	 
9.57009	 1.29028	 0.234759	 1.06983	 0.00961833	 
9.57757	 1.31567	 0.251456	 1.1069	 0.00996394	 
9.58505	 1.34327	 0.258086	 1.15348	 0.00943945	 
9.59252	 1.365	 0.25358	 1.17154	 0.00922754	 
9.6	 1.38578	 0.257573	 1.1535	 0.00926915	 
9.60588	 1.38742	 0.260013	 1.15982	 0.00917331	 
9.61176	 1.39806	 0.241309	 1.16387	 0.00934643	 
9.61728	 1.39591	 0.23004	 1.15834	 0.0107318	 
9.62279	 1.4024	 0.228991	 1.16749	 0.0105928	 
9.62794	 1.40832	 0.23912	 1.18702	 0.010573	 
9.63309	 1.42236	 0.242938	 1.19616	 0.0119416	 
9.63824	 1.43694	 0.235017	 1.19876	 0.015879	 
9.64338	 1.45559	 0.220877	 1.21368	 0.0190613	 
9.64853	 1.47488	 0.214916	 1.23356	 0.0202709	 
9.65321	 1.48158	 0.222506	 1.23617	 0.0274893	 
9.65789	 1.48945	 0.230771	 1.22718	 0.0491097	 
9.66257	 1.48861	 0.243865	 1.22343	 0.078219	 
9.66725	 1.48668	 0.247494	 1.23702	 0.092757	 
9.67193	 1.48548	 0.237102	 1.24885	 0.0788453	 
9.6766	 1.48395	 0.225871	 1.25747	 0.0489915	 
9.68128	 1.48185	 0.226861	 1.26219	 0.0267309	 
9.68596	 1.48128	 0.240976	 1.27872	 0.0226023	 
9.69064	 1.48408	 0.261651	 1.29627	 0.0331398	 
9.69532	 1.4894	 0.279727	 1.30479	 0.0504858	 
9.7	 1.4948	 0.282026	 1.31114	 0.0650474	 
9.70476	 1.4996	 0.262491	 1.31776	 0.0655365	 
9.70977	 1.50407	 0.239469	 1.33707	 0.0457509	 
9.71479	 1.50559	 0.240032	 1.34578	 0.0218375	 
9.7198	 1.50722	 0.260742	 1.35176	 0.0139042	 
9.72481	 1.5072	 0.287731	 1.35008	 0.0218103	 
9.72982	 1.50618	 0.307352	 1.36073	 0.038096	 
9.73484	 1.50664	 0.309553	 1.36298	 0.0531868	 
9.74027	 1.51291	 0.280672	 1.35701	 0.0627346	 
9.7457	 1.51879	 0.243384	 1.34619	 0.0589982	 
9.75063	 1.52222	 0.231161	 1.35347	 0.0434151	 
9.75612	 1.53192	 0.235836	 1.35926	 0.0275024	 
9.76239	 1.54016	 0.259854	 1.35982	 0.0253217	 
9.76776	 1.5421	 0.280363	 1.36555	 0.032997	 
9.77237	 1.54434	 0.285371	 1.36608	 0.0426226	 
9.77789	 1.55384	 0.256855	 1.36569	 0.0566061	 
9.78342	 1.55376	 0.224492	 1.36527	 0.0689478	 
9.78895	 1.55398	 0.209171	 1.36359	 0.066581	 
9.79447	 1.55272	 0.224767	 1.36372	 0.0460618	 
9.8	 1.54814	 0.252739	 1.36294	 0.0250962	 
9.80526	 1.54065	 0.276948	 1.36294	 0.0161591	 
9.81053	 1.53398	 0.287304	 1.36539	 0.0160164	 
9.81612	 1.52974	 0.282229	 1.36749	 0.0258989	 
9.81947	 1.52191	 0.316208	 1.36834	 0.0379709	 
9.82331	 1.52264	 0.239811	 1.36828	 0.0544404	 
9.82757	 1.52329	 0.217028	 1.36735	 0.067963	 
9.8324	 1.52366	 0.213606	 1.36776	 0.065274	 
9.8376	 1.52267	 0.232358	 1.36974	 0.0390779	 
9.84327	 1.52104	 0.25956	 1.37062	 0.00955631	 
9.84894	 1.51721	 0.279905	 1.36937	 0.00995827	 
9.85533	 1.51328	 0.279468	 1.36417	 0.00891035	 
9.86171	 1.50861	 0.269264	 1.35676	 0.0166139	 
9.86809	 1.50394	 0.254979	 1.34804	 0.0662712	 
9.87447	 1.49974	 0.23739	 1.33858	 0.0876837	 
9.88085	 1.49582	 0.232763	 1.3288	 0.0800088	 
9.88724	 1.49168	 0.243977	 1.31918	 0.0441047	 
9.89362	 1.48726	 0.264532	 1.31042	 0.0122621	 
9.9	 1.48252	 0.279782	 1.30167	 0.00961395	 
9.90714	 1.47735	 0.275052	 1.29182	 0.0092162	 
9.91488	 1.46947	 0.264033	 1.2808	 0.0109348	 
9.92339	 1.45738	 0.239546	 1.26977	 0.0619382	 
9.93297	 1.44025	 0.209966	 1.25764	 0.0673773	 
9.94414	 1.41815	 0.251312	 1.24242	 0.0403372	 
9.95811	 1.39075	 0.256005	 1.21662	 0.00890245	 
9.97207	 1.3609	 0.281931	 1.1816	 0.0152906	 
9.98604	 1.3325	 0.318537	 1.14138	 0.0218528	 
10	 1.30495	 0.213415	 1.08635	 0.0310298	 
