Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Node21px 	 Node21py 	 Node21pz 	 Node22px 	 Node22py 	 Node22pz 	 Node23px 	 Node23py 	 Node23pz 	 Node24px 	 Node24py 	 Node24pz 	 Node25px 	 Node25py 	 Node25pz 	 Node26px 	 Node26py 	 Node26pz 	 Node27px 	 Node27py 	 Node27pz 	 Node28px 	 Node28py 	 Node28pz 	 Node29px 	 Node29py 	 Node29pz 	 Node30px 	 Node30py 	 Node30pz 	 Node31px 	 Node31py 	 Node31pz 	 Node32px 	 Node32py 	 Node32pz 	 Node33px 	 Node33py 	 Node33pz 	 Node34px 	 Node34py 	 Node34pz 	 Node35px 	 Node35py 	 Node35pz 	 Node36px 	 Node36py 	 Node36pz 	 Node37px 	 Node37py 	 Node37pz 	 Node38px 	 Node38py 	 Node38pz 	 Node39px 	 Node39py 	 Node39pz 	 Node40px 	 Node40py 	 Node40pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 Seg20Te 	 Seg21Te 	 Seg22Te 	 Seg23Te 	 Seg24Te 	 Seg25Te 	 Seg26Te 	 Seg27Te 	 Seg28Te 	 Seg29Te 	 Seg30Te 	 Seg31Te 	 Seg32Te 	 Seg33Te 	 Seg34Te 	 Seg35Te 	 Seg36Te 	 Seg37Te 	 Seg38Te 	 Seg39Te 	 
3.58674	 1.385	 -0.423	 -0.5	 1.34956	 -0.41403	 -0.500044	 1.3141	 -0.405092	 -0.500045	 1.27864	 -0.396186	 -0.500045	 1.24319	 -0.387258	 -0.500045	 1.20774	 -0.378334	 -0.500045	 1.17228	 -0.36941	 -0.500045	 1.13683	 -0.360467	 -0.500045	 1.10138	 -0.351536	 -0.500045	 1.06593	 -0.342603	 -0.500045	 1.03047	 -0.333671	 -0.500045	 0.995025	 -0.324732	 -0.500045	 0.959578	 -0.315785	 -0.500044	 0.924134	 -0.306833	 -0.500043	 0.888689	 -0.297884	 -0.500042	 0.853243	 -0.288944	 -0.500041	 0.817797	 -0.280006	 -0.500038	 0.782364	 -0.271021	 -0.500035	 0.746934	 -0.262031	 -0.500029	 0.711503	 -0.253042	 -0.50002	 0.676085	 -0.244004	 -0.500007	 0.640716	 -0.234949	 -0.498248	 0.605939	 -0.226018	 -0.491379	 0.572207	 -0.217218	 -0.480357	 0.539665	 -0.208511	 -0.466119	 0.508212	 -0.199982	 -0.449495	 0.477854	 -0.191642	 -0.430832	 0.448779	 -0.183457	 -0.410139	 0.420915	 -0.175498	 -0.387734	 0.394173	 -0.167789	 -0.363895	 0.368528	 -0.160361	 -0.338775	 0.343984	 -0.153178	 -0.312493	 0.320793	 -0.146209	 -0.284941	 0.29895	 -0.139568	 -0.256216	 0.278129	 -0.133256	 -0.226656	 0.258351	 -0.127196	 -0.196319	 0.239488	 -0.121342	 -0.165347	 0.221671	 -0.115724	 -0.1337	 0.204713	 -0.110308	 -0.101528	 0.188595	 -0.105072	 -0.0688742	 0.173437	 -0.1	 -0.0357145	 0.148377	 0.148373	 0.14836	 0.14833	 0.148273	 0.148175	 0.148024	 0.147809	 0.147518	 0.147145	 0.146692	 0.146165	 0.145576	 0.144944	 0.144286	 0.143625	 0.142988	 0.142408	 0.141935	 0.141642	 0.141814	 0.144229	 0.149359	 0.156987	 0.166687	 0.177974	 0.190386	 0.203167	 0.215358	 0.226248	 0.235674	 0.2442	 0.252805	 0.262358	 0.273255	 0.285504	 0.29907	 0.314105	 0.330553	 0.347464	 
3.59337	 1.385	 -0.423	 -0.5	 1.34955	 -0.414024	 -0.500044	 1.31409	 -0.405081	 -0.500045	 1.27863	 -0.396154	 -0.500045	 1.24318	 -0.387209	 -0.500045	 1.20772	 -0.378283	 -0.500045	 1.17227	 -0.369348	 -0.500045	 1.13683	 -0.360395	 -0.500045	 1.10138	 -0.351459	 -0.500045	 1.06593	 -0.342518	 -0.500045	 1.03049	 -0.333581	 -0.500045	 0.995047	 -0.324641	 -0.500045	 0.959608	 -0.315688	 -0.500044	 0.924174	 -0.306724	 -0.500043	 0.888737	 -0.297768	 -0.500042	 0.853298	 -0.288823	 -0.500041	 0.817857	 -0.279882	 -0.500039	 0.782429	 -0.270892	 -0.500035	 0.747002	 -0.261893	 -0.50003	 0.711577	 -0.252881	 -0.500022	 0.676159	 -0.243832	 -0.500008	 0.640765	 -0.234776	 -0.498701	 0.605888	 -0.225831	 -0.492342	 0.572074	 -0.216998	 -0.481573	 0.539481	 -0.208266	 -0.467447	 0.507997	 -0.199729	 -0.450872	 0.477676	 -0.191373	 -0.432155	 0.448666	 -0.183185	 -0.41138	 0.420855	 -0.175233	 -0.388925	 0.394178	 -0.16754	 -0.365036	 0.368608	 -0.160124	 -0.339867	 0.344211	 -0.152934	 -0.313481	 0.321244	 -0.14598	 -0.285764	 0.299543	 -0.139379	 -0.256944	 0.278874	 -0.133089	 -0.227287	 0.259234	 -0.127043	 -0.196871	 0.240539	 -0.121215	 -0.165803	 0.222867	 -0.115631	 -0.134078	 0.206009	 -0.110244	 -0.101858	 0.190026	 -0.105039	 -0.0691425	 0.175107	 -0.1	 -0.03588	 0.153762	 0.153298	 0.152414	 0.151186	 0.14972	 0.14813	 0.146529	 0.145015	 0.143662	 0.142515	 0.141595	 0.140898	 0.140411	 0.14012	 0.140024	 0.140144	 0.140529	 0.141242	 0.142347	 0.143866	 0.145845	 0.149757	 0.155821	 0.163334	 0.171299	 0.179072	 0.186545	 0.193836	 0.201231	 0.209184	 0.218118	 0.228339	 0.239831	 0.252297	 0.265322	 0.278688	 0.292542	 0.307412	 0.323553	 0.340267	 
3.6	 1.385	 -0.423	 -0.5	 1.34955	 -0.414021	 -0.500044	 1.3141	 -0.405075	 -0.500045	 1.27865	 -0.396127	 -0.500045	 1.2432	 -0.38717	 -0.500045	 1.20774	 -0.37824	 -0.500045	 1.1723	 -0.369292	 -0.500045	 1.13685	 -0.360331	 -0.500045	 1.10141	 -0.351389	 -0.500045	 1.06596	 -0.342439	 -0.500045	 1.03052	 -0.333496	 -0.500045	 0.995083	 -0.324554	 -0.500045	 0.959648	 -0.315592	 -0.500044	 0.924217	 -0.306617	 -0.500043	 0.888783	 -0.297652	 -0.500042	 0.853345	 -0.2887	 -0.500041	 0.817905	 -0.279753	 -0.500039	 0.782474	 -0.270758	 -0.500036	 0.747045	 -0.261749	 -0.500031	 0.711621	 -0.252711	 -0.500023	 0.676201	 -0.243651	 -0.50001	 0.640791	 -0.2346	 -0.499094	 0.605831	 -0.225639	 -0.493238	 0.571944	 -0.216772	 -0.482748	 0.539302	 -0.208026	 -0.468773	 0.507807	 -0.199482	 -0.452257	 0.477541	 -0.191112	 -0.43349	 0.448591	 -0.182926	 -0.412664	 0.420829	 -0.174983	 -0.390175	 0.39421	 -0.167305	 -0.366241	 0.368715	 -0.159892	 -0.341014	 0.344481	 -0.152691	 -0.314497	 0.321715	 -0.145761	 -0.28662	 0.300131	 -0.139194	 -0.257712	 0.279617	 -0.13292	 -0.227953	 0.260109	 -0.126887	 -0.197456	 0.24159	 -0.121092	 -0.166282	 0.224034	 -0.115538	 -0.134492	 0.207283	 -0.110179	 -0.102216	 0.191455	 -0.105003	 -0.0694264	 0.176757	 -0.1	 -0.0360646	 0.15213	 0.151786	 0.151113	 0.150141	 0.148917	 0.147503	 0.145973	 0.144412	 0.142915	 0.14158	 0.140507	 0.139792	 0.139517	 0.13974	 0.140476	 0.141679	 0.143224	 0.144899	 0.146421	 0.147474	 0.147826	 0.148854	 0.151258	 0.154921	 0.159478	 0.164948	 0.17158	 0.179451	 0.188488	 0.198583	 0.209629	 0.221574	 0.234267	 0.247492	 0.261018	 0.274776	 0.288942	 0.304023	 0.320242	 0.336959	 
3.60625	 1.385	 -0.423	 -0.5	 1.34956	 -0.414022	 -0.500044	 1.31412	 -0.405071	 -0.500045	 1.27867	 -0.396104	 -0.500045	 1.24323	 -0.387139	 -0.500045	 1.20778	 -0.378203	 -0.500045	 1.17234	 -0.369244	 -0.500045	 1.1369	 -0.360279	 -0.500045	 1.10146	 -0.351328	 -0.500045	 1.06601	 -0.342371	 -0.500045	 1.03057	 -0.33342	 -0.500045	 0.995126	 -0.324473	 -0.500045	 0.959688	 -0.315502	 -0.500044	 0.924253	 -0.306516	 -0.500043	 0.888814	 -0.297542	 -0.500043	 0.853372	 -0.288581	 -0.500041	 0.817928	 -0.279624	 -0.500039	 0.782496	 -0.270626	 -0.500036	 0.747069	 -0.261608	 -0.500032	 0.711656	 -0.252549	 -0.500024	 0.676246	 -0.243484	 -0.500011	 0.640838	 -0.234441	 -0.499428	 0.605823	 -0.225465	 -0.494034	 0.57187	 -0.216567	 -0.483845	 0.539174	 -0.207813	 -0.470044	 0.507669	 -0.19926	 -0.453584	 0.477451	 -0.190875	 -0.434773	 0.448539	 -0.182691	 -0.413914	 0.420812	 -0.174755	 -0.391395	 0.39424	 -0.167086	 -0.367416	 0.368822	 -0.15967	 -0.342122	 0.344757	 -0.152461	 -0.315461	 0.322156	 -0.145559	 -0.287449	 0.300677	 -0.139019	 -0.258462	 0.280306	 -0.132756	 -0.228603	 0.260921	 -0.126738	 -0.198023	 0.242563	 -0.120975	 -0.166742	 0.225095	 -0.115445	 -0.134889	 0.208455	 -0.110111	 -0.102542	 0.192786	 -0.104962	 -0.069664	 0.178195	 -0.1	 -0.0362469	 0.146402	 0.146337	 0.146206	 0.146007	 0.145742	 0.145426	 0.145082	 0.144751	 0.144485	 0.144337	 0.144351	 0.14454	 0.144872	 0.145262	 0.145572	 0.145632	 0.145274	 0.144377	 0.142898	 0.1409	 0.138564	 0.137441	 0.138612	 0.142099	 0.147413	 0.154295	 0.162586	 0.172023	 0.182368	 0.19348	 0.205352	 0.218078	 0.231733	 0.246441	 0.262288	 0.279057	 0.295841	 0.31138	 0.325145	 0.338658	 
3.6125	 1.385	 -0.423	 -0.5	 1.34957	 -0.414025	 -0.500044	 1.31413	 -0.405067	 -0.500045	 1.2787	 -0.396082	 -0.500045	 1.24327	 -0.387109	 -0.500045	 1.20782	 -0.378165	 -0.500045	 1.17239	 -0.369196	 -0.500045	 1.13695	 -0.360227	 -0.500045	 1.1015	 -0.351266	 -0.500045	 1.06606	 -0.342302	 -0.500045	 1.03061	 -0.333344	 -0.500045	 0.995166	 -0.32439	 -0.500045	 0.959724	 -0.315411	 -0.500044	 0.924286	 -0.306416	 -0.500044	 0.888847	 -0.297433	 -0.500043	 0.853407	 -0.288465	 -0.500042	 0.817969	 -0.279497	 -0.50004	 0.782542	 -0.270501	 -0.500037	 0.747127	 -0.261474	 -0.500033	 0.711728	 -0.252397	 -0.500026	 0.67633	 -0.24333	 -0.500013	 0.640929	 -0.234294	 -0.499757	 0.605865	 -0.225298	 -0.494802	 0.571834	 -0.21637	 -0.48494	 0.539069	 -0.207608	 -0.471334	 0.50755	 -0.199042	 -0.454926	 0.477371	 -0.190639	 -0.436075	 0.448481	 -0.182458	 -0.415193	 0.420784	 -0.174528	 -0.392643	 0.394257	 -0.166867	 -0.368616	 0.36893	 -0.159442	 -0.343237	 0.345039	 -0.152229	 -0.316419	 0.322574	 -0.145358	 -0.288287	 0.301202	 -0.138836	 -0.259212	 0.280967	 -0.132584	 -0.229253	 0.261717	 -0.126584	 -0.198582	 0.243512	 -0.120857	 -0.16721	 0.226135	 -0.11535	 -0.135313	 0.209632	 -0.110045	 -0.102901	 0.194134	 -0.104926	 -0.0699465	 0.179711	 -0.1	 -0.0364548	 0.140562	 0.140767	 0.141178	 0.141792	 0.1426	 0.143583	 0.144697	 0.145876	 0.147018	 0.147995	 0.148657	 0.148854	 0.148459	 0.147394	 0.145658	 0.143332	 0.140575	 0.137601	 0.134644	 0.131912	 0.12957	 0.128789	 0.130609	 0.134901	 0.141081	 0.148839	 0.157982	 0.168319	 0.179755	 0.192266	 0.205837	 0.22026	 0.235017	 0.249491	 0.26326	 0.276386	 0.289511	 0.303625	 0.319266	 0.3358	 
3.61833	 1.385	 -0.423	 -0.5	 1.34957	 -0.414027	 -0.500044	 1.31414	 -0.40506	 -0.500045	 1.27871	 -0.396059	 -0.500045	 1.24328	 -0.38708	 -0.500045	 1.20784	 -0.378124	 -0.500045	 1.17241	 -0.369147	 -0.500045	 1.13697	 -0.360175	 -0.500045	 1.10153	 -0.351205	 -0.500045	 1.06609	 -0.342235	 -0.500045	 1.03065	 -0.333271	 -0.500045	 0.995204	 -0.324312	 -0.500045	 0.959768	 -0.315328	 -0.500044	 0.924338	 -0.306329	 -0.500044	 0.888907	 -0.29734	 -0.500043	 0.853476	 -0.288366	 -0.500042	 0.818049	 -0.279388	 -0.50004	 0.78263	 -0.270393	 -0.500037	 0.747224	 -0.261358	 -0.500033	 0.711835	 -0.252267	 -0.500027	 0.676443	 -0.243197	 -0.500015	 0.641044	 -0.234164	 -0.500006	 0.605934	 -0.225146	 -0.4955	 0.571822	 -0.216192	 -0.485962	 0.538981	 -0.207421	 -0.472549	 0.507446	 -0.198838	 -0.456183	 0.47729	 -0.19042	 -0.437301	 0.448412	 -0.18224	 -0.416401	 0.420737	 -0.174314	 -0.393819	 0.394253	 -0.166656	 -0.369743	 0.369026	 -0.159219	 -0.344265	 0.345299	 -0.152011	 -0.3173	 0.322942	 -0.145169	 -0.289077	 0.301684	 -0.138661	 -0.25992	 0.281574	 -0.13242	 -0.229881	 0.262462	 -0.126444	 -0.199122	 0.244377	 -0.120746	 -0.167671	 0.227087	 -0.11526	 -0.135715	 0.210717	 -0.109979	 -0.10322	 0.19537	 -0.104889	 -0.0701805	 0.181008	 -0.1	 -0.0366534	 0.138296	 0.138686	 0.139436	 0.140489	 0.141755	 0.143113	 0.144421	 0.145519	 0.146255	 0.146497	 0.14616	 0.145216	 0.143706	 0.141727	 0.139425	 0.136962	 0.134499	 0.132172	 0.130062	 0.128111	 0.125787	 0.12252	 0.127548	 0.133338	 0.140292	 0.148766	 0.158658	 0.169639	 0.181377	 0.193572	 0.206081	 0.218873	 0.232089	 0.246137	 0.261508	 0.278287	 0.29567	 0.311971	 0.32593	 0.338983	 
3.62417	 1.385	 -0.423	 -0.5	 1.34957	 -0.414029	 -0.500044	 1.31414	 -0.405048	 -0.500045	 1.27871	 -0.396034	 -0.500045	 1.24328	 -0.387048	 -0.500045	 1.20785	 -0.378078	 -0.500045	 1.17242	 -0.369095	 -0.500045	 1.13698	 -0.36012	 -0.500045	 1.10155	 -0.351142	 -0.500045	 1.06612	 -0.342169	 -0.500045	 1.03069	 -0.333201	 -0.500045	 0.995258	 -0.324236	 -0.500045	 0.959835	 -0.31525	 -0.500044	 0.924416	 -0.306249	 -0.500044	 0.888998	 -0.297256	 -0.500043	 0.853578	 -0.288276	 -0.500042	 0.818163	 -0.279288	 -0.50004	 0.78275	 -0.270293	 -0.500038	 0.747353	 -0.261248	 -0.500034	 0.711973	 -0.252147	 -0.500028	 0.676586	 -0.243075	 -0.500017	 0.64119	 -0.234042	 -0.500007	 0.606006	 -0.22499	 -0.496176	 0.571808	 -0.216012	 -0.486972	 0.53889	 -0.207233	 -0.473758	 0.507338	 -0.198631	 -0.457435	 0.477198	 -0.1902	 -0.438533	 0.448327	 -0.182021	 -0.41762	 0.420676	 -0.174101	 -0.395006	 0.39424	 -0.166442	 -0.370877	 0.369131	 -0.158992	 -0.345288	 0.34556	 -0.151796	 -0.318184	 0.323294	 -0.14498	 -0.289881	 0.302157	 -0.138479	 -0.26063	 0.282162	 -0.13225	 -0.230508	 0.263193	 -0.126302	 -0.199652	 0.245213	 -0.12063	 -0.168139	 0.22803	 -0.115168	 -0.136129	 0.211813	 -0.109915	 -0.103565	 0.196614	 -0.104858	 -0.0704622	 0.18239	 -0.1	 -0.036877	 0.140363	 0.140511	 0.140766	 0.141052	 0.141272	 0.141327	 0.141137	 0.140652	 0.139863	 0.138804	 0.13754	 0.136154	 0.134726	 0.133303	 0.131886	 0.130416	 0.128824	 0.127126	 0.125525	 0.124367	 0.123858	 0.124587	 0.12738	 0.132763	 0.140292	 0.149442	 0.159536	 0.170126	 0.181187	 0.192975	 0.205827	 0.219784	 0.234471	 0.249245	 0.263466	 0.276839	 0.289835	 0.303501	 0.318694	 0.335036	 
3.63	 1.385	 -0.423	 -0.5	 1.34956	 -0.41403	 -0.500044	 1.31413	 -0.405035	 -0.500045	 1.27871	 -0.39601	 -0.500045	 1.24329	 -0.387017	 -0.500045	 1.20786	 -0.378033	 -0.500045	 1.17244	 -0.369045	 -0.500045	 1.13701	 -0.360069	 -0.500045	 1.10159	 -0.351084	 -0.500045	 1.06617	 -0.342108	 -0.500045	 1.03075	 -0.333137	 -0.500045	 0.995333	 -0.324165	 -0.500045	 0.959922	 -0.315177	 -0.500044	 0.924515	 -0.306176	 -0.500044	 0.889108	 -0.297179	 -0.500043	 0.853699	 -0.288191	 -0.500042	 0.818295	 -0.279192	 -0.500041	 0.782889	 -0.270196	 -0.500038	 0.747498	 -0.26114	 -0.500035	 0.71212	 -0.252031	 -0.500029	 0.676732	 -0.242956	 -0.500018	 0.641335	 -0.233916	 -0.500007	 0.60609	 -0.224835	 -0.496817	 0.571801	 -0.215836	 -0.487967	 0.538801	 -0.207044	 -0.474958	 0.50723	 -0.198421	 -0.458678	 0.477095	 -0.18998	 -0.439769	 0.44823	 -0.181802	 -0.418848	 0.420604	 -0.173886	 -0.396202	 0.394224	 -0.166222	 -0.372013	 0.369244	 -0.15876	 -0.346298	 0.345812	 -0.151583	 -0.319067	 0.323631	 -0.144789	 -0.290693	 0.302625	 -0.138294	 -0.261349	 0.282745	 -0.132081	 -0.231153	 0.263925	 -0.126163	 -0.200208	 0.246036	 -0.120515	 -0.168645	 0.228978	 -0.115078	 -0.136569	 0.212913	 -0.109852	 -0.103928	 0.19785	 -0.10483	 -0.0707598	 0.183755	 -0.1	 -0.0371168	 0.142564	 0.14213	 0.141286	 0.140078	 0.138574	 0.136862	 0.13504	 0.133208	 0.131455	 0.129846	 0.128415	 0.127162	 0.126078	 0.125169	 0.124483	 0.124101	 0.124096	 0.124471	 0.125123	 0.125883	 0.126584	 0.12764	 0.13044	 0.135416	 0.142034	 0.150143	 0.159595	 0.170241	 0.181882	 0.19422	 0.206943	 0.219737	 0.232482	 0.245335	 0.258565	 0.272278	 0.286569	 0.301636	 0.317725	 0.334425	 
3.63583	 1.385	 -0.423	 -0.5	 1.34957	 -0.414031	 -0.500044	 1.31415	 -0.405024	 -0.500045	 1.27873	 -0.395993	 -0.500045	 1.24331	 -0.386993	 -0.500045	 1.2079	 -0.377995	 -0.500045	 1.17248	 -0.369004	 -0.500045	 1.13707	 -0.360024	 -0.500045	 1.10165	 -0.351033	 -0.500045	 1.06624	 -0.342054	 -0.500045	 1.03083	 -0.333078	 -0.500045	 0.995426	 -0.324099	 -0.500045	 0.960023	 -0.315107	 -0.500044	 0.924623	 -0.306105	 -0.500044	 0.889223	 -0.297103	 -0.500043	 0.853821	 -0.288107	 -0.500042	 0.818422	 -0.279096	 -0.500041	 0.783019	 -0.270094	 -0.500038	 0.747631	 -0.261028	 -0.500035	 0.712254	 -0.251915	 -0.50003	 0.676867	 -0.242837	 -0.50002	 0.641471	 -0.233786	 -0.500008	 0.606185	 -0.224679	 -0.497408	 0.571803	 -0.215662	 -0.48894	 0.538723	 -0.206856	 -0.47614	 0.507128	 -0.198211	 -0.459914	 0.476987	 -0.189762	 -0.441014	 0.448126	 -0.181585	 -0.420084	 0.420524	 -0.173671	 -0.397405	 0.394211	 -0.165997	 -0.373147	 0.369371	 -0.158527	 -0.347302	 0.346063	 -0.151376	 -0.319964	 0.323966	 -0.144598	 -0.291526	 0.303095	 -0.138108	 -0.262092	 0.28333	 -0.131914	 -0.23182	 0.264649	 -0.126027	 -0.200787	 0.246844	 -0.120398	 -0.169174	 0.229926	 -0.114988	 -0.137019	 0.214012	 -0.109791	 -0.1043	 0.199075	 -0.104802	 -0.0710683	 0.1851	 -0.1	 -0.0373709	 0.1387	 0.138098	 0.136948	 0.135348	 0.133426	 0.131319	 0.129162	 0.127071	 0.125147	 0.123475	 0.122136	 0.121204	 0.120735	 0.12075	 0.121212	 0.122028	 0.123062	 0.124176	 0.125253	 0.126216	 0.127031	 0.128059	 0.131055	 0.136477	 0.143662	 0.152148	 0.161435	 0.171211	 0.181413	 0.192171	 0.203679	 0.215995	 0.229085	 0.242865	 0.257181	 0.271795	 0.286654	 0.301972	 0.318085	 0.334725	 
3.64167	 1.385	 -0.423	 -0.5	 1.34958	 -0.414033	 -0.500044	 1.31418	 -0.405016	 -0.500045	 1.27878	 -0.395983	 -0.500045	 1.24337	 -0.386976	 -0.500045	 1.20796	 -0.377964	 -0.500045	 1.17256	 -0.36897	 -0.500045	 1.13715	 -0.359986	 -0.500045	 1.10174	 -0.350989	 -0.500045	 1.06634	 -0.342005	 -0.500045	 1.03093	 -0.333023	 -0.500045	 0.99553	 -0.324034	 -0.500045	 0.960129	 -0.315038	 -0.500044	 0.92473	 -0.306034	 -0.500044	 0.889331	 -0.297026	 -0.500043	 0.853932	 -0.288019	 -0.500042	 0.818535	 -0.278998	 -0.500041	 0.783135	 -0.269986	 -0.500039	 0.74775	 -0.260911	 -0.500036	 0.712374	 -0.251798	 -0.50003	 0.676988	 -0.242717	 -0.500021	 0.641598	 -0.233651	 -0.500009	 0.606284	 -0.224522	 -0.497941	 0.571809	 -0.21549	 -0.489883	 0.538654	 -0.206666	 -0.477298	 0.507033	 -0.198	 -0.461138	 0.47688	 -0.189549	 -0.442265	 0.448024	 -0.181371	 -0.421333	 0.420452	 -0.173458	 -0.398622	 0.394216	 -0.165771	 -0.374288	 0.369519	 -0.158298	 -0.348312	 0.346311	 -0.151174	 -0.320883	 0.324302	 -0.144404	 -0.292376	 0.303558	 -0.137921	 -0.26285	 0.283911	 -0.131748	 -0.232497	 0.265355	 -0.12589	 -0.201383	 0.247638	 -0.120278	 -0.169717	 0.230874	 -0.114898	 -0.137476	 0.215107	 -0.10973	 -0.10468	 0.200291	 -0.104774	 -0.0713888	 0.186427	 -0.1	 -0.0376411	 0.128384	 0.128138	 0.127654	 0.126951	 0.126062	 0.125037	 0.123951	 0.122891	 0.121953	 0.121225	 0.120765	 0.120597	 0.120704	 0.121039	 0.121545	 0.122166	 0.122863	 0.123612	 0.124392	 0.125182	 0.125939	 0.126826	 0.129662	 0.134867	 0.141794	 0.149989	 0.159047	 0.168804	 0.179277	 0.190564	 0.202699	 0.215565	 0.22905	 0.243066	 0.257491	 0.272158	 0.287066	 0.302468	 0.3187	 0.335445	 
3.6475	 1.385	 -0.423	 -0.5	 1.3496	 -0.414033	 -0.500044	 1.31421	 -0.405008	 -0.500045	 1.27882	 -0.395976	 -0.500045	 1.24343	 -0.386961	 -0.500045	 1.20804	 -0.377937	 -0.500045	 1.17264	 -0.368939	 -0.500045	 1.13724	 -0.35995	 -0.500045	 1.10184	 -0.350948	 -0.500045	 1.06644	 -0.341958	 -0.500045	 1.03104	 -0.33297	 -0.500045	 0.995634	 -0.32397	 -0.500045	 0.960233	 -0.314969	 -0.500044	 0.924832	 -0.305963	 -0.500044	 0.889432	 -0.296948	 -0.500043	 0.854034	 -0.287929	 -0.500042	 0.818638	 -0.278898	 -0.500041	 0.783241	 -0.269874	 -0.500039	 0.747859	 -0.26079	 -0.500036	 0.712483	 -0.25168	 -0.500031	 0.677101	 -0.242596	 -0.500023	 0.641718	 -0.233512	 -0.50001	 0.606388	 -0.224365	 -0.498418	 0.571823	 -0.21532	 -0.490794	 0.538597	 -0.206475	 -0.47843	 0.506945	 -0.197791	 -0.462355	 0.476772	 -0.189339	 -0.443524	 0.447923	 -0.18116	 -0.422591	 0.420384	 -0.173245	 -0.399847	 0.394237	 -0.165542	 -0.375427	 0.369676	 -0.158073	 -0.349322	 0.346549	 -0.150974	 -0.321818	 0.324638	 -0.144208	 -0.293234	 0.304014	 -0.137734	 -0.263621	 0.28449	 -0.131584	 -0.233182	 0.266042	 -0.125751	 -0.201997	 0.248428	 -0.120158	 -0.170269	 0.231822	 -0.114807	 -0.13794	 0.216197	 -0.109672	 -0.105069	 0.201498	 -0.104745	 -0.0717201	 0.187733	 -0.1	 -0.0379265	 0.11621	 0.116369	 0.116681	 0.117131	 0.1177	 0.118362	 0.119085	 0.119828	 0.120548	 0.121203	 0.121761	 0.122204	 0.122534	 0.122772	 0.122951	 0.123101	 0.123243	 0.123381	 0.123499	 0.123572	 0.123576	 0.123636	 0.125685	 0.130335	 0.13712	 0.145572	 0.155235	 0.16586	 0.177332	 0.189619	 0.202608	 0.216105	 0.230001	 0.244243	 0.258741	 0.273402	 0.288262	 0.303603	 0.319761	 0.336451	 
